count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
3,PSW 222(L)(g) <i>AC</i>,,5,41,1.4-1.5†,12/42-45,+1,2/1,-F,•,3,34†<sup>2</sup>,,ST,T20L,2 (6),,,,5†<sup>1</sup>,†<sup>1</sup>,,,,6,,"45†, P†<sup>1</sup>, E, M†<sup>2</sup>, R, B",1.1,axPSW222L,nat=ax|ma=[*]$$|ife=$$@in_gs|mgs=-/5/[*]|qual=b,,black_th,
2,PSW 223(g) <i>AC</i>,,5,30,1.6,11/42-45,+1,1,,•,3,33†<sup>2</sup>,,ST,CMG,1,,,,5†<sup>1</sup>,†<sup>1</sup>,,,,6,,"46†, E, M†<sup>1</sup>, P†<sup>2</sup>, R, B",1.0,axPSW223,nat=ax|mgs=-/5/[*],,,
4+<i>4</i>,Komsomolet(r) <i>APC</i>,,4.1,13,1.2-1.6†,8/41-45,+1,0,,†,<i>2</i>†<sup>1</sup>,12,L,,BMG†,1,11,,Opt 2†,,,,,,,9PP/T8†,"47†, E, F, I†<sup>1</sup>, J, R, H, S, C, B",1.0,axKom|huKom@hu,nat=ax|ma=,,,
4,RSO(g) <i>PC</i>,,5.2,10,1.2,43-45,-1,★,,,<i>5</i>,10,L,,,,,,,,,,,,,9PP/T4,"48, S, B",1.0,axRSO,nat=ax,,,
4+<i>4</i>,Light Tractor <i>PC</i>,,2,12,1.2,39-45,+1,★,,,<i>4</i>,16,L,,,,,,,,,,,,,9PP/T9,"49, R, H, S, C, B",1.0,axTracL|huTracL@hu,nat=ax|qual=a,,,
4+<i>4</i>,Medium Tractor <i>PC</i>,,6,15,1.3,39-45,0,★,,,<i>5</i>,14,,,,,,,,,,,,,,14PP/T4,"49, R, H, S, C, B",1.0,axTracM|huTracM@hu,nat=ax|qual=b,,,
4+<i>4</i>,Heavy Tractor <i>PC</i>,,10,17,1.4,39-45,-1,★,,,<i>6</i>,12,,,,,,,,,,,,,,21PP/T-2,"49, R, H, S, C, B",1.0,axTracH|huTracH@hu,nat=ax|qual=c,,,
6+<i>4</i>,Light Truck <i>tr</i>,,1,12,1.1,39-45,+1,★,,,<i>4</i>,30<sup>t</sup>,L,,,,,,,,,,,,,11PP/T9,"50, R, H, S, C, B",1.0,axTrkL|huTrkL@hu,nat=ax|qual=a,,,
6+<i>4</i>,Medium Truck <i>tr</i>,,1.5,16,1.1,39-45,0,★,,,<i>5</i>,26<sup>t</sup>,,,,,,,,,,,,,,21PP/T5,"50, R, H, S, C, B",1.0,axTrkM|huTrkM@hu,nat=ax|qual=b,,,
6+<i>4</i>,Heavy Truck <i>tr</i>,,2,19,1.3,39-45,-1,★,,,<i>7</i>,22<sup>t</sup>,,,,,,,,,,,,,,29PP/T0,"50, R, H, S, C, B",1.0,axTrkH|huTrkH@hu,nat=ax|qual=c,,,
4,Malaxa UE2 <i>APC</i> w/ Opt BMG,,4,9,1.3-1.5†,39-9/44,+2,1/0,,•,<i>2</i>†<sup>1</sup>,10,L,,BMG†,1,11,,Opt 2†,,,,,,,4PP/T12†,"6v†, F, I†<sup>1</sup>, J",1.0,roUE2,nat=ax|ma=$$|pp=$$<*>|mgs=2/-,,,
2,Kfz 1(g) <i>tr</i> w/ Opt AAMG,,1,12,1.4,43-8/44,+2,★,,,<i>2</i>†<sup>1</sup>,30<sup>t</sup>,L†<sup>2</sup>,,AAMG†,,,,,,Opt 3†,,,,,9PP/T10,"22v†, E, L†<sup>2</sup>, I†<sup>1</sup>",1.0,slKfz12,nat=ax|ma=$$|mgs=-/-/3,,,
2,SMV L40 da 47/32 <i>TD</i> w/ Opt AAMG,,6.5,29,1.6,11/43-45,+2,3/1,,•†,3,14,L,NT,B47,2,,,,,Opt 2†<sup>1</sup>,,,,,,"27v†, O†<sup>1</sup>",1.0,crSemL402,nat=ax|mgs=-/-/2,,,
0,PzKpfw IVF<sub>2</sub>(g) <i>MT</i>,,23,72,1.5-1.0†,6/42-43,0,6/3,+SR,,6,14,,T,T75L,1,,,3,5,,,A5<sup>2</sup>,8,6,,"23g†, N, S",1.0,huPzivF2,nat=hu|ma=[*]$$,,black_th,
3+<i>3</i>,R-35(f) <i>LT</i> (Bulgarian),•,10,25,1.3-1.6†,39-45,+1,4,+FSR,,2,8†,L,1MT,T37*,,,,,2†<sup>1</sup>,†<sup>1</sup>,,AP10,,,,"32v†, A†<sup>1</sup>, D, E, R, H, B",1.0,buR35,nat=ax|mp=<b>8</b>|mgs=-/2<*>/[*],,,
6+<i>6</i>,LT vz 38(t)A <i>LT</i> w/ Opt BMG,,9.5,43,1.3-1.6†,39-45,+1,3/1,,,4,15,L,ST,T37L,1,,,4†,4,,,A3<sup>1</sup>/4<sup>2</sup>/3<sup>3</sup>,,6,,"35va†, E, R, H, S",1.0,huLT38A2,nat=hu|ma=[*]$$,,black_th,
6+<i>6</i>,LT vz 38(t)E <i>LT</i> w/ Opt BMG,,10,44,1.3-1.6†,42-45,+1,4/2,+SR,,4,14,L,ST,T37L,1,,,4†,4,,,A4<sup>2</sup>/3<sup>3</sup>,,7,,"35vb†, E, H, S, B",1.0,huLT38E2,nat=hu|ma=[*]$$,,black_th,
3+<i>3</i>,PzKpfw IIIL(g) <i>MT</i> w/ Opt AAMG,,23,60,1.5,9/42-45†,0,6/3,+FSR,,5,13,,T,T50L,2,,,3,5,Opt 2†<sup>1</sup>,,A5<sup>2</sup>/4<sup>3</sup>/3<sup>4</sup>,,5,,"37v†, E, O†<sup>1</sup>, Q, R, H, C",1.0,axPziiiL2|huPziiiL2@hu,nat=ax|ma=[*]$$|mgs=3/5/2,,,
4,PzKpfw IIIN(g) <i>MT</i> w/ Opt AAMG,,23,55,1.5-1.6†,10/42-45,0,6/3,+SR,,5,13,,T,"T<span style=""text-decoration:overline"">75</span>*",1,,,3,5,Opt 2†<sup>1</sup>,,H8<sup>3+</sup>,8,7,,"38v†, E, O†<sup>1</sup>, Q, R, S",1.0,axPziiiN2,nat=ax|ma=[*]$$|mgs=3/5/2,,black_th,
4+<i>4</i>,Komsomolet(r) <i>APC</i> w/ Opt BMG,,4.1,13,1.2-1.6†,8/41-45,+1,0,,†,<i>2</i>†<sup>1</sup>,12,L,,BMG†,1,11,,Opt 2†,,,,,,,9PP/T8†,"47v†, E, F, I†<sup>1</sup>, J, R, H, S, C, B",1.0,axKom2|huKom2@hu,nat=ax|ma=$$|mgs=2/-,,,
6+<i>6</i>,PzKpfw IVH(g) <i>MT</i> w/ Opt AAMG,,25,73,1.2-1.6†,9/42-45,0,8/3,-F/+SR,,6,13,,T,T75L,1,,,3,5,Opt 2†<sup>1</sup>,,A4<sup>2</sup>/3<sup>3</sup>,7,5,,"39v†, E, O†<sup>1</sup>, Q, R, H, B",1.0,axPzivH2|huPzivH2@hu,nat=ax|ma=[*]$$|mgs=3/5/2,,black_th,
0,Generic Armored Car <i>AC</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,AXAC|HUAC@hu,nat=ax,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,AXMT|HUMT@hu,nat=ax,,,
0,Generic Truck <i>tr</i>,,,,,,,★,,,,,,,,,,,,,,,,,,,g3,1.0,AXtr|HUtr@hu,nat=ax,,,
