count,name,gun_type,caliber,rof_ife,breakdown,range,manhandling,target_size,dates,special,bpv,rf,notes,version,piece,r_x,overrides,limbered,svg_image_transform,reverse,comments
4,7.62cm PaK 36r,AT,76L,2,,260,7,1,7/41-45,"NT, QSU, A5<sup>2</sup>/4<sup>3</sup>/3<sup>4</sup>, s6",42,1.5-1.2†,"11†, N",1.0,geAT76L|ssAT76L@ss,,,,,,
3,8.8cm PaK 43,AT,88LL,2,,379,<b>4</b>,0,44-45,"T, LF [88†, 1 ROF, B11, <b>M4</b>, -1]",67,1.3,"12, C†",1.0,geAT88LL|ssAT88LL@ss,,,ma=<*>88L|mb=B11|rof=1|size=-1,,,
2,8.8cm PaK 43/41,AT,88LL,2,,375,<b>5</b>,-1,6/44-45,NT,50,1.4,13,1.0,geAT88NT|ssAT88NT@ss,,,no_fire,,,
2,12.8cm K 81/1,AT,128L,1,11,610,<b>-2</b>,-1,45,"NT, NM",48,1.6,14,1.0,geAT128L|ssAT128L@ss,,man=[*]$$,,,,
4,7.5cm leIG 18,INF,"<span style=""text-decoration:overline"">75</span>*",2,,115,10,1,32-45,"NT, QSU, H7",34,1,"15, N, O",1.0,geINF75|ssINF75@ss,,,,,,
2,15cm sIG 33,INF,"<span style=""text-decoration:overline"">150</span>*",,,118,<b>6</b>,-1,38-45,"NT, H7, s8",44,1.3,"16, N",1.0,geIN150s|ssIN150s@ss,,,no_fire,,,
2,7.5cm LG 40,RCL,"<span style=""text-decoration:overline"">75</span>*",1,11,163,11,1,5/41-45,"T, QSU, H6",31,1.4,"17, N<sup>T</sup>",1.0,geRCL75s|ssRCL75s@ss,,,,,,
2,10.5cm LG 42,RCL,"<span style=""text-decoration:overline"">105</span>*",,11,182,10,0,42-45,"T, QSU, H6, s6",37,1.5-1.3†,"18†, N<sup>T</sup>",1.0,geRCL105|ssRCL105@ss,,,,,,
2,7.5cm leFK 16nA,ART,75,1,11,235,8,0,34-45,"NT, QSU, H5, s8, h-d",31,1.3,19,1.0,geAR75|ssAR75@ss,,,,,,
3,10.5cm leFH 18,ART,105,1,,266,<b>6</b>,0,36-45,"NT, H6, s8",38,1,"20, N",1.0,geAR105|ssAR105@ss,,,no_fire,,,
2,s 10cm K 18,ART,105L,1,11,475,<b>2</b>,-1,34-45,"NT, H6, s8, NM",42,1.4,"21, N",1.0,geAR105L|ssAR105L@ss,,man=[*]$$,,,,
2,15cm sFH 18,ART,"<span style=""text-decoration:overline"">150</span>",,,243,<b>2</b>,-1,38-45,"NT, H6, s8, NM",42,1.2,"22, N",1.0,geAR150|ssAR150@ss,,man=[*]$$,,,,
2,15cm K 18,ART,150L,,,621,<b>-4</b>,-1,38-45,"NT, RFNM, AP6",36,1.5,"23, N<sup>T</sup>",1.0,geAR150L|ssAR150L@ss,,ma=[*]$$|man=[*]$$,,,,
2,17cm K 18,ART,170L,,,700,<b>-4</b>,-1,42-45,"NT, RFNM, AP6, no IF",36,1.5,"24, N",1.0,geAR170L|ssAR170L@ss,,ma=[*]$$|man=[*]$$,,,,
4,2cm FlaK 30,AA,20L,3 (4),11,120,10,1,35-45,"T, LF [20†, 2 ROF, B10, NT]",27,1.1,"25, C†, N",1.0,geAA20L4|ssAA20L4@ss,,,ma=<*>20|mb=B10|rof=2|ife=(4)|mount=NT,,,
4,2cm FlaK 38,AA,20L,3 (6),,120,10,1,39-45,"T, LF [20†, 2 ROF, B11, NT]",32,1,"26, C†, N",1.0,geAA20L6|ssAA20L6@ss,,,ma=<*>20|mb=B11|rof=2|ife=(6)|mount=NT,,,
2,2cm FlaKvierling 38,AA,20L,3 (20),,120,8,-1,41-45,"T, 4TK DR†",46,1.2,"27†, N",1.0,geAA2020|ssAA2020@ss,,ma=<*>$$,no_fire,,,
4,3.7cm FlaK 36 o. 37,AA,37L,3 (8),,164,8,0,36-45,"T, H5[9]†",36,1.3,"28, B†, N",1.0,geAA37L8|ssAA37L8@ss,,ammo=H5[9],no_fire,,,
2,3.7cm FlaK 43,AA,37L,3 (12),,164,8,-1,8/44-45,T,38,1.4,29,1.0,geAA3712|ssAA3712@ss,,,no_fire,,,
4,8.8cm FlaK 18 o. 36,AA,88L,2,,370,<b>4</b>,-1,33-45,"T, A5<sup>2</sup>/4<sup>3</sup>/3<sup>4</sup>, LF [88L†, 1 ROF, B11]",55,1.2,"30, C†, N",1.0,geAA88L|ssAA88L@ss,,,ma=<*>88|mb=B11|rof=1,,,
0,8.8cm FlaK 41,AT,88LL,2,,379,<b>4</b>,0,44-45,"T, LF [88†, 1 ROF, B11, <b>M4</b>, -1]",67,1.3,"12v, C†",1.0,geAA88LL41|ssAA88LL41@ss,,gt=AA|ma=$$|mb=B10,ma=<*>88L|mb=B10|rof=1|size=-1|mount=NT,,,Variant of German ordnance note 12.
0,Generic AA,AA,,,,,,,,,,,g1,1.0,geAAgen|ssAAgen@ss,1/,gt=AA|mount=T,no_fire,,,
0,Generic ART,ART,,,,,,,,,,,g2,1.0,geARgen|ssARgen@ss,1/,,no_fire,,,
0,Generic AT,AT,,,,,,,,,,,g3,1.0,geATgen|ssATgen@ss,1/,,no_fire,,,
0,Generic INF,INF,,,,,,,,,,,g4,1.0,geINFgen|ssINFgen@ss,1/,,no_fire,,,
0,Generic MTR,MTR,,,,,,,,,,,g5,1.0,geMTRgen|ssMTRgen@ss,1/,,no_fire,,,
