count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
6,PzKpfw IVF<sub>2</sub> <i>MT</i>,,23,72,1.5-1.0†,6/42-43,0,6/3,+SR,,6,14,,T,T75L,1,,,3,5,,,A5<sup>2</sup>,8,6,,"23†, N, S",1.0,pzivf2|sspzivf2@ss,nat=ge,,,
6,PzKpfw IVH <i>MT</i>,,25,73,1.5-.9†,8/42-45,0,8/3,-F/+SR,,6,13,,T,T75L,1,,,3,5,Opt 2†,,A5<sup>2</sup>,8,5,,"24†, B†, S",1.0,pzivh|sspzivh@ss,nat=ge,,,
6,PzKpfw IVJ <i>MT</i>,,25,73,1.0,7/44-45,0,8/3,-F/+SR,,6,13,,ST,T75L,1,,,3,5,2,,A3<sup>4</sup>,8,sN9,,"25, S",1.0,pzivj|sspzivj@ss,nat=ge,,,
6,PzKpfw VD <i>MT</i>,,43,75,1.4,7-12/43,-1,18/6,-F,,<b>5</b>,<b>15</b>†,,ST,T75LL,1,,,1,5,,,,,5,,"26, F†",1.0,pzvd|sspzvd@ss,nat=ge,,,
6,PzKpfw VG <i>MT</i>,,45.5,89,1.3-1.1†,10/43-45,-1,18/6,-F,,6,15†,,ST,T75LL,1,,,3,5,2,,,,sN7<sup>4</sup>,,"27†, H†",1.0,pzvg|sspzvg@ss,nat=ge,"scale(0.90) translate(0, 6) rotate(60, 30, 30)",,
3,PzKpfw M15/42(i) <i>MT</i>,,15.5,40,1.5,10/43-45,0,3,+F,,4,13,,RST,T47L,1,,,4,4,2,,,,,,"28, I",1.0,pzm1542,nat=ge|ma=[*]$$,,,
3,PzKpfw P26/40(i) <i>MT</i>,,26,53,1.6,44-45,0,8/4,-F,,4,<b>13</b>,,RST,T75,,,,,4,2,,,8,,,"29, I",1.0,pzp2640,nat=ge|ma=[*]$$,,,
6,PzKpfw VIE <i>HT</i>,,57,87,1.5,12/42-44†,-1,11/8,+F,,6,<b>12</b>,,ST,T88L,1,,,3,5,,,A6<sup>2</sup>,,7; M7†,,"30†, K, N<sup>FT</sup>",1.0,pzvie|sspzvie@ss,nat=ge,,,
6,PzKpfw VIE (L) <i>HT</i>,,57,91,1.3,44-45,-1,11/8,+F,,6,12,,ST,T88L,1,,,3,5,2,,A4<sup>4</sup>,,sN7<sup>4</sup>,,"31, K",1.0,pzviel|sspzviel@ss,nat=ge,,,
6,PzKpfw VIB <i>HT</i>,,68,105,1.4,6/44-45†,-2,26/8,-F/+SR,,6,<b>11</b>,H,ST,T88LL,1,,,3,5,2,,,,sN9,,"32†, K",1.0,pzvib|sspzvib@ss,nat=ge,,,
6,StuG IIIB <i>AG</i>,,20,45,1.6-1.4†,5/40-43,+1,6/3,,,4,14,,NT,B75*,1,,,,,,,H6; AP7,9,7,,33†,1.0,stgiiib|ssstgiiib@ss,nat=ge,,,
6,StuG IIIG <i>AG</i>,,23.5,61,1.3-.9†,6/42-45,+1,8/3,,,4,13,,NT,B75L,1,,,,,2†,,A6<sup>2</sup>,8,7,,"34†, N<sup>FT</sup>, P†, S",1.0,stgiiig|ssstgiiig@ss,nat=ge|mgs=-/-/2[*],,,
6,StuG IIIG (L) <i>AG</i>,,23.5,64,1.5,7/44-45,+1,8/3,,,4,13,,NT,B75L,1,,,,4†,1†,,A4<sup>4</sup>,8,sN9,,"35, O†, Q†, S",1.0,stgiiigl|ssstgiiigl@ss,nat=ge|mgs=-/4[*]/1<*>|qual=a,,,
3,StuH 42 <i>AG</i>,,24,56,1.5-1.2†,11/42-45,+1,8/3,,,4,13,H,NT,"B<span style=""text-decoration:overline"">105</span>",,,,,,2†,,H9,9,7,,"36†, N<sup>FT</sup>, P†, S",1.0,stuh42|ssstuh42@ss,nat=ge|mgs=-/-/2<*>,,,
2,StuH 42 (L) <i>AG</i>,,24,59,1.5,7/44-45,+1,8/3,,,4,13,H,NT,"B<span style=""text-decoration:overline"">105</span>",,,,,4†,1†,,H9,9,sN9,,"35, O†, Q†, S",1.0,stuh42l|ssstuh42l@ss,nat=ge|mgs=-/4[*]/1<*>|qual=b,,,
4,StuPz IV <i>AG</i>,,28,72,1.4,7/43-45,0,11/3,+FSR,,6,12,,NT,"B<span style=""text-decoration:overline"">150</span>*",,,•,Opt 3†,,Opt 2,,H7,9,,,"37†, S",1.0,stupziv|ssstupziv@ss,nat=ge|mgs=,,,
3,Sturmtiger <i>AG</i>,,62,60,1.6,3/45-5/45,-1,18/8,,,5,<b>11</b>,H,NT,"B<span style=""text-decoration:overline"">380</span>*†",,<i>10</i>,•,3,,,,,,sN9,,"37.1†, K",1.0,stumr,nat=ge|ma_movt,,,
4,PzJg Tiger <i>AG/TD</i>,,65,75,1.6,7/43-44,-2,18/8,+SR,,7,<b>8</b>,H,NT,B88LL,1,,,Opt 3,,,,,,,,38,1.0,pzjg|sspzjg@ss,nat=ge,,,
4,StuG 75/18(i) <i>AG</i>,,15,40,1.4,10/43-45,+1,3,+F,,3,13,,NT,B75*,,11,,,,2†,,H7,9,,,"39, I, P†",1.0,stg7518,nat=ge|ma=[*]$$,,,
3,StuG 75/34(i) <i>AG</i>,,15,43,1.5,10/43-45,+1,3,+F,,3,13,,NT,B75,,11,,,,2†,,,9,,,"40, I, P†",1.0,stg7534,nat=ge|ma=[*]$$,,,
3,StuG 105/25(i) <i>AG</i>,,15.5,49,1.5,10/43-45,+1,8/3,+SR,,3,13,,NT,"B<span style=""text-decoration:overline"">105</span>",,11,•,,,2†,,H7,9,,,"41, I, P†",1.0,stg10525,nat=ge|ma=[*]$$,,,
2,StuG 75/46(i) <i>AG</i>,,16,51,1.6,10/44-45,+1,8/4,+FSR,,3,12,,NT,B75L,,11,,,,2†,,,9,,,"42, I, P†",1.0,stg7546,nat=ge|ma=[*]$$,,,
4,PzJg I <i>TD</i>,,6.5,34,1.4,5/40-43,+1,1/1/★T,,•,3,16,L,NT,B47L,2,,,,,,,A5<sup>1</sup>; HE7,,,,"43, N",1.0,pzjgi|sspzjgi@ss,nat=ge,,,
3,PzJg 35R(f) <i>TD</i>,,10.5,32,1.5,8/41-44,+1,4/2,-FSR,•,3,8,L,NT,B47L,2,,,,,,,A5<sup>1</sup>; HE7,,,,"44, a",1.0,pzjg35rf,nat=ge,,,
4,Pz 35R 731(f) <i>LT</i>,,10,,1.2-1.3†,8/41-45,+1,4/4,+FSR,,2,8,L,1MT,T37*,,,,,2,,,,,,,"44.1†, a",1.0,pz35rf,nat=ge,,,
3,Marder I <i>TD</i>,,8,47,1.5-1.6†,9/42-44,+1,1,,•,<b>4</b>,13,L,NT,B75L,2,,,,,,,A6<sup>2</sup>; HE7,7,,,"45†, a",1.0,mardi|ssmardi@ss,nat=ge,,,
6,GSW 39H(f) Pak <i>TD</i>,,12.5,51,1.6,6-8/44,+1,4/2,-FSR,•,3,12,,NT,B75L,1,,,,,,,A4<sup>4</sup>; HE9,,,,"45.1, a, e",1.0,gsw39hp,nat=ge,,,
4,Marder II <i>TD</i>,,11,45,1.2,5/42-45,0,3/1/★T,-FSR,•,<b>4</b>,13,,NT,B75L,1,,,,,Opt 2†,,A6<sup>2</sup>; HE7,7,,,"46, M†, N<sup>FT</sup>",1.0,mardii|ssmardii@ss,nat=ge,,,
4,Marder III(t)H <i>TD</i>,,11,46,1.2,5/42-45,0,4/1/★T,-F,•,<b>4</b>,14,L,NT,B75L,1,<i>11</i>,,4,,,,A6<sup>2</sup>; HE7,7,6,,"47, E, G, N<sup>F</sup>",1.0,mardiiih|ssmardiiih@ss,nat=ge,,,
4,Marder III(t)M <i>TD</i>,,10.5,48,1.1,5/43-45,0,2/1,-FSR,•,<b>4</b>,15,L,NT,B75L,2,<i>11</i>,,,,,,A5<sup>3</sup>; HE7,7,5,,"48, E",1.0,mardiiim|ssmardiiim@ss,nat=ge,,,
4,PzJg III/IV <i>TD</i>,,24,58,1.3,7/43-45,-1,3/2,-FSR,•,5,13,,NT,B88LL,1,,,,,Opt 2†,,HE7,,,,"49, M†",1.0,pzjgiii|sspzjgiii@ss,nat=ge,,,
5,JgdPz 38(t) <i>TD</i>,,16,54,1.1,8/44-45,+1,14/3,,,4,13,,NT,B75L,,,,,,1†,,A4<sup>4</sup>; HE7,,,,"50, E, O†",1.0,jgpz38|ssjgpz38@ss,nat=ge|mgs=-/-/1<*>,,,
2,JgdPz 38(t) (Fl) <i>TDv</i>,,16,52,1.6,12/44-45,+1,14/3,,,4,13,,NT,<b>BF30</b>,,<b>X11</b>,,,,1†,,,,,,"51, E, O†",1.0,jgpz38fl|ssjgpz38fl@ss,nat=ge|mgs=-/-/1<*>,,,
4,JgdPz IV <i>TD</i>,,24,58,1.3,3/44-45,+1,11/3,+SR,,4,13,,NT,B75L,1,,,1,,,,A4<sup>4</sup>; HE7,7,sN7<sup>4</sup>,,"52, S",1.0,jgpziv|ssjgpziv@ss,nat=ge|qual=a,,,
3,JgdPz IV (L) <i>TD</i>,,25,61,1.3,6/44-45,+1,14/3,+SR,,4,12,,NT,B75L,1,,,1,,,,A4<sup>4</sup>; HE7,7,sN8<sup>4</sup>,,"52, S",1.0,jgpzivl|ssjgpzivl@ss,nat=ge|qual=b,,,
4,StuIG 33B <i>AG</i>,,21,72,1.6,11/42-10/43,0,6/4,+FSR,,5,10,H,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>11</i>,•,3†,,,,H7,9,,,53†,1.0,sig33b,nat=ge,,,
6,JgdPz IV/70 <i>TD</i>,,26,66,1.5-1.2†,8/44-45,+1,14/3,+SR,,4,11,,NT,B75LL,1,,,1,,,,HE7,,sN9,,"54†, S",1.0,jgpziv70|ssjgpziv70@ss,nat=ge,,,
6,JgdPz V <i>TD</i>,,46,80,1.4,6/44-45,0,18/6,,,6,15†,,NT,B88LL,1,,,3,,,,HE7,,sN9,,"55, H",1.0,jgpzv|ssjgpzv@ss,nat=ge|mp=[*]$$,,,
5,JgdPz VI <i>TD</i>,,70,92,1.6,12/44-45,-2,26/8,+SR,,7,<b>11</b>,H,NT,B128L,,,,3,,,,HE7,,sN9,,56,1.0,jgpzvi|ssjgpzvi@ss,nat=ge,,,
6,SPW 250/1 <i>ht</i>,,6,28,1.2,9/41-45,+1,1,,•,4,18,,,AAMG,1,,,,,3,,,,,9PP/T9,"57, N",1.0,spw2501|ssspw2501@ss,nat=ge,,,
2,SPW 250/sMG <i>ht</i>,,6,50,1.4,9/41-45,+1,1,,•,4†,18,,,CMG,3,,,,7†,3†,,,,,5PP†,"58†, J†, N",1.0,spw250mg|ssspw250mg@ss,nat=ge|pp=$$<*>|qual=a,,,
2,SPW 250/7 <i>ht</i>,,6,42,1.4,9/41-45,+1,1,,•,<b>4</b>,18,,NT,"B<span style=""text-decoration:overline"">81</span>*",2,,,,,3†,,IR,8,,,"59, J†, N",1.0,spw2507|ssspw2507@ss,nat=ge|range=[2-60]|qual=a,,,
2,SPW 250/8 <i>ht</i>,,6.5,43,1.5,7/43-45,+1,1,,•,<b>4</b>,17,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,<i>10</i>,,,Opt 4†,,,H6,8,,,"60, Q†",1.0,spw2508|ssspw2508@ss,nat=ge,,,
4,SPW 250/9 <i>ht</i>,,6,36,1.2-1.3†,7/43-45,+1,1,,•,4,18,,ST,T20L,2 (4),,,,5,†,,,,,,"61†, A†",1.0,spw2509|ssspw2509@ss,nat=ge,,,
2,SPW 250/10 <i>ht</i>,,6,40,1.3,9/41-45,+1,1,,•,4,18,,NT,B37L,3,,,,,3†,,A4<sup>1</sup>,,,,"62, J†, N",1.0,spw25010|ssspw25010@ss,nat=ge,,,
12,SPW 251/1 <i>ht</i>,,9,31,1.6-1.0†,39-45,+1,1,,•,5,16,,,AAMG,1,,,,,3,,,,,15PP/T7,"63, C†, N",1.0,spw2511|ssspw2511@ss,nat=ge,,,
3,SPW 251/sMG <i>ht</i>,,9,48,1.6-1.3†,40-45,+1,1,,•,5†,16,,,CMG,3,,,,7†,3†,,,,,7PP†,"58†, C†, J†, N",1.0,spw251mg|ssspw251mg@ss,nat=ge|pp=$$<*>|qual=b,,,
4,SPW 251/2 <i>ht</i>,,9,45,1.6-1.3†,40-45,+1,1,,•,<b>4</b>,16,,NT,"B<span style=""text-decoration:overline"">81</span>*",3,,,,,3†,,IR,8,,,"59, C†, J†, N",1.0,spw2512|ssspw2512@ss,nat=ge|range=[2-60]|qual=b,,,
2,SPW 251/9 <i>ht</i>,,9,46,1.6-1.3†,9/42-45,+1,1,,•,<b>4</b>,16,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,Opt 4†,,,H6,9,,,"64, C†, N, Q†",1.0,spw2519|ssspw2519@ss,nat=ge,,,
4,SPW 251/10 <i>ht</i>,,9,41,1.6-1.2†,40-45,+1,1,,•,4,16,,NT,B37L,3,,,,,3†,,A4<sup>1</sup>,,,9PP/T10,"65, C†, J†, N",1.0,spw25110|ssspw25110@ss,nat=ge,,,
3,SPW 251/16 <i>ht</i>,,9,47,1.4,43-45,+1,1,,•,<b>4</b>,16,,NT,<b>SF24</b>,<b>2</b>†,<b>X11</b>,,,,3,,,,,,66†,1.0,spw25116|ssspw25116@ss,nat=ge|rof=$$[*],,,
,SPW 251/21 <i>ht</i>,,9,47,1.6,9/44-45,+1,1,,•,4,16,,T,T20L,3 (12),,,,,,,,,,,66.1†,1.0,spw25121|ssspw25121@ss,nat=ge|ma=[*]$$,,,
3,SPW 251/22 <i>TDht</i>,,9.5,40,1.5,45,+1,1,,•,<b>4</b>,15,,NT,B75L,2,<i>10</i>,,,,3†,,HE7,7,,,"67, J†",1.0,spw25122|ssspw25122@ss,nat=ge,,,
6,SPW S307(f) <i>TDht</i>,,8.5,42,1.6,6-8/44,0,0,+F,•,4,<b>10</b>,,NT,B75L,1,<i>11</i>,,,3,,,A4<sup>4</sup>; HE9,,,,"67.1, a, e",1.0,spws307,nat=ge,,,
4,mSPW S307(f) <i>SPA</i>,,8.5,50,1.6,6-8/44,0,0,,•,4,<b>10</b>,,ST,T81*,,<i>10</i>,•,,,,,IR,5,,,"67.2, a, e",1.0,mspws307,"nat=ge|ma=<span style=""text-decoration:overline"">81</span><*>|range=[2-60]",,,
4,Kfz 13 <i>SC</i>,,2,23,1.5,33-40,+2,0,+F,•†,2,25<sup>t</sup>,H,,AAMG,1,,,,,4,,,,,,68†,1.0,kfz13|sskfz13@ss,nat=ge|mt=tr,,,
4,PSW 221 <i>AC</i>,,4,30,1.3,37-42,+1,1,,•,2,34†,,1MT,CMG,1,,,,5,†,,,,6,,"69†, A†, N",1.0,psw221,nat=ge,,,
4,PSW 222 <i>AC</i>,,5,36,1.2-1.3†,38-45,+1,1,,•,3,33†,,ST,T20L,2 (4),11,,,5,†,,,,6,,"70†, A†, N",1.0,psw222,nat=ge|qual=a,,,
4,PSW 222 (L) <i>AC</i>,,5,41,1.2,7/42-45,+1,2/1,-F,•,3,34†,,ST,T20L,2 (6),,,,5,†,,,,6,,"70†, A†, N<sup>F</sup>",1.0,psw222l,nat=ge|qual=b,,,
4,PSW 231 (6 rad) <i>AC</i>,,6,32,1.4,33-40,0,0/1,,,4,23<sup>t</sup>†,,ST,T20L,2 (4),11,,,4,Opt 2,,,,,,71†,1.0,psw2316|sspsw2316@ss,nat=ge,,,
6,PSW 231 (8 rad) <i>AC</i>,,8.5,41,1.3-1.4†,37-45,0,2/1,-F,,4,35,L,ST,T20L,2 (4),11,,,5,,,,,6,,"72†, N",1.0,psw2318|sspsw2318@ss,nat=ge|qual=a,,,
4,PSW 232 (8 rad) <i>AC</i>,,9,46,1.3,7/42-45,0,3/1,,,4,33,L,ST,T20L,2 (6),,,,5,,,,,6,,"72, N<sup>F</sup>",1.0,psw2328|sspsw2328@ss,nat=ge|qual=b,,,
3,PSW 233 <i>AC</i>,,9,42,1.5,43-45,0,3/1,-F,•,5,33,L,NT,"B<span style=""text-decoration:overline"">75</span>*",1,<i>11</i>,,,,,,H8,9,7,,"73, N<sup>T</sup>",1.0,psw233|sspsw233@ss,nat=ge,,,
5,PSW 234/1 <i>AC</i>,,11.5,40,1.4,7/44-45,+1,4/1,,•,5,33,,ST,T20L,2 (6),,,,5,†,,,,,,"74, A†",1.0,psw2341|sspsw2341@ss,nat=ge,,,
5,PSW 234/2 <i>AC</i>,,11.5,59,1.5,10/43-45,0,4/1,,,4,33,,ST,T50L,2,,,,5,,,A5<sup>3</sup>,,7,,75,1.0,psw2342|sspsw2342@ss,nat=ge,,,
3,PSW 234/3 <i>AC</i>,,11.5,45,1.5,7/44-45,+1,4/1,-F,•,5,33,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,Opt 4†,,,H8,9,,,"76, Q†",1.0,psw2343|sspsw2343@ss,nat=ge,,,
3,PSW 234/4 <i>AC/TD</i>,,12,40,1.5,45,+1,4/1,-F,•,<b>5</b>,32†,,NT,B75L,2,<i>9</i>,,,,,,HE7,7,,,77†,1.0,psw2344|sspsw2344@ss,nat=ge,,,
3,sIG IB <i>SPA</i>,,8.5,43,1.6,5/40-42,-1,1/1/★T,-FSR,•,<b>4</b>,12,L,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>9</i>,•,,,,,H6,9,,,"78, G",1.0,sigib|sssigib@ss,nat=ge,,,
3,sIG II <i>SPA</i>,,11,52,1.6,42-5/43,+1,3/1,-F/+SR,•,<b>4</b>,13,,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>11</i>,•,,,,,H6,9,,,"79, N",1.0,sigii|sssigii@ss,nat=ge,,,
3,sIG 38(t)M <i>SPA</i>,,12,49,1.3,3/43-45,0,2/1,-FSR,•,<b>4</b>,14,L,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>10</i>,•,,,,,H6,9,,,"80, E, N<sup>FT</sup>",1.0,sig38m|sssig38m@ss,nat=ge,,,
3,PzA II <i>SPA</i>,,11,43,1.3,7/43-45,0,2/1/★T,-FSR,•,4,13,,NT,"B<span style=""text-decoration:overline"">105</span>",,<i>11</i>,,,,Opt 2†,,H5,8,,,"81, M†",1.0,pzaii|sspzaii@ss,nat=ge,,,
3,PzA LrS(f) <i>SPA</i>,,8.5,43,1.5,9/42-44,+1,0,,•,4,12,L,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>9</i>,•,,,,,H4,8,,,"82, a, N",1.0,pzalrs,nat=ge,,,
4,GSW 39H(f) <i>SPA</i>,,12.5,54,1.5,6-8/44,0,4/2,-FSR,•,4,11,,NT,"B<span style=""text-decoration:overline"">105</span>",,<i>11</i>,,,,,,H4,7,,,"82.1, a, e",1.0,gsw39hf,nat=ge,,,
3,PzA III/IV <i>SPA</i>,,24,49,1.4,7/43-45,-1,3/2,-FSR,•,6,13,,NT,"B<span style=""text-decoration:overline"">150</span>",,<i>10</i>,•,,,,,H5,8,,,83,1.0,pzaiii|sspzaiii@ss,nat=ge,,,
4,FlaKPz 38(t) <i>SPAA</i>,,10,37,1.4,44-45,0,2/1,-FSR,•,4,15,L,T,T20L,2 (6),,,,,†,,,,,,"84, A†, E",1.0,flakpz38|ssflakpz38@ss,nat=ge|ma=$$|mgs=,,,
4,37 FlaK/Pz IV <i>SPAA</i>,,24,42,1.3,5/44-45,0,6/3,-F,•,5,13,,T†,T37L,2 (8),,,,,†,,,,,,"85†, A†",1.0,flakpz37,nat=ge|ma=<*>$$|mgs=,,,
,(Moebelwagen) <i></i>,,,,,,+1,6†T/3†T,★†,•,6,6,,T,T37L,3 (12),,,,,†,,,,,,"85†, A†",,flakpz37f,ignore,,,
4,FlaKPz IV/20 <i>SPAA</i>,,22,65,1.5,9/44-45,-1,4/3,-FSR,•,6,14,,T,T20L†,3 (20),,,3,,†,,,,,,"86, A†",1.1,flakiv20|ssflakiv20@ss,nat=ge|ife=$$@in_gs,,,
4,FlaKPz IV/37 <i>SPAA</i>,,25,56,1.6,12/44-45,-1,6/3,-F,•,6,13,,T,T37L,3 (12),,,3,,†,,,,,,"87, A†",1.0,flakiv37|ssflakiv37@ss,nat=ge,,,
4,SdKfz 10/4 <i>AAht</i>,,5.5,35,1.3,39-45,+1,★,,,5,14†,,T,T20L,3 (4),11†,,,,†,,,,,,"88, A†, D†, N",1.0,sdkfz104|sssdkfz104@ss,nat=ge|ma=$$|mb=11|mp=14|mgs=,,,
3,SdKfz 10/5 <i>AAht</i>,,5,40,1.6,41-45,+1,0/★†,+F,•,4,14†<sup>1</sup>,,T,T20L,3 (6),†<sup>1</sup>,,,,†<sup>2</sup>,,,,,,"88.1†, A†<sup>2</sup>, D†<sup>1</sup>",1.0,sdkfz105,nat=ge|mb=|mp=14|mgs=,,,
