count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
6,M4A2 <i>MT</i>,,31,69,1.1,11/43-6/45,-1,8/4,+SR,,<b>5</b>,14,,T,T75,1†,,,2,4,4,†<sup>1</sup>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>2</sup>,sM5<sup>4+</sup>,,"10, F†<sup>1</sup>, G, P, R†, BB†<sup>2</sup>",1.0,M4A2,nat=am|multi_hits,,,
4,M4A2 (L) <i>MT</i>,,32,72,1.3,7/44-6/45,-1,11/4,-F/+SR,,<b>6</b>,14,,T,T75,1†,,,2,4,4,†<sup>1</sup>,,5; WP7,sM8,,"11, F†<sup>1</sup>, G, P, R†",1.0,M4A2L,nat=am|multi_hits,,,
5,M4A3 <i>MT</i>,,30.5,70,1.3,7/43-45†,-1,8/4,+SR,,<b>5</b>,15,,T,T75,1†<sup>1</sup>,,,2,4,4,†<sup>2</sup>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>3</sup>,sM4<sup>4+</sup>,,"12†, F†<sup>2</sup>, G, R†<sup>1</sup>, Y, BB†<sup>3</sup>",1.0,M4A3,nat=am|multi_hits,,,
6,M4A3(75)W <i>MT</i>,,31.5,73,1.1,6/44-45†,-1,11/4,-F/+SR,,6,15,,T,T75,1†<sup>1</sup>,,,2,4,4,†<sup>2</sup>,,5; WP7,sM8,,"13†, F†<sup>2</sup>, G, R†<sup>1</sup>, Y",1.0,M4A375W,nat=am|multi_hits,,,
4,M4A3E2 <i>MT</i>,,38,78,1.5,9/44-5/45,-1,18/8,+SR,,6,12,,T,T75,1†,,,2,4,4,†<sup>1</sup>,,5; WP7,sM8,,"14, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, R†",1.0,M4A3E2,nat=am|multi_hits|qual=a,,,
2,M4A3E2 (L) <i>MT</i>,,38,82,1.6-1.5†,10/44-5/45,-1,18/8,+SR,,6,12,,T,T76L,1,,,2,4,4,†<sup>1</sup>,A4<sup>4</sup>/5<sup>5</sup>,5<sup>5</sup>,sM8,,"14†, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>",1.0,M4A3E2L,nat=am|qual=b,,,
6,M4A1(76)W <i>MT</i>,,32,76,1.2-1.1†,7/44-5/45,-1,11/4,-F/+SR,,6,13,,T,T76L,1,,,2,4,4,†<sup>1</sup>,A4<sup>A4</sup>/5<sup>5</sup>†<sup>2</sup>,5<sup>5</sup>,sM8,,"15†, A†<sup>2</sup>, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, Y",1.0,M4A176W,nat=am,,,
6,M4A3(76)W <i>MT</i>,,32,77,1.1-.9†,7/44-5/45,-1,11/4,-F/+SR,,6,15,,T,T76L,1,,,2,4,4,†<sup>1</sup>,A4<sup>A4</sup>/5<sup>5</sup>†<sup>2</sup>,5<sup>5</sup>,sM8,,"16†, A†<sup>2</sup>, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, Y",1.0,M4A376W,nat=am,,,
3,M4(105) <i>MT</i>,,31.5,72,1.4-1.3†,6/44-45†,-1,11/4,-F/+SR,,6,13,,ST,"T<span style=""text-decoration:overline"">105</span>",,,,2,4,4,,H9; C7<sup>P</sup>†<sup>1</sup>,7; WP9,sM8,,"17†, C†<sup>1</sup>, Y",1.0,M4105,nat=am|qual=a,,,
3,M4A3(105) <i>MT</i>,,31,73,1.3-1.2†,7/44-45†,-1,11/4,-F/+SR,,6,15,,ST,"T<span style=""text-decoration:overline"">105</span>",,,,2,4,4,,H9; C7<sup>P</sup>†<sup>1</sup>,7; WP9,sM8,,"17†, C†<sup>1</sup>, Y",1.0,M4A3105,nat=am|qual=b,,,
2,M4 Tankdozer <i>MTv</i>,,31,70,1.3,6/44-45,-1,11†/4,-F/+SR,,<b>5</b>,12,,T,T75,1†<sup>1</sup>,,,,4,4,,,5; WP7,sM6,,"18†, G, R†<sup>1</sup>",1.0,M4doz,nat=am|multi_hits|far=[*]$$,,,
2,T1E3 <i>MTv</i>,,57,55,1.5,7/44-5/45,-1†,8/4,+SR,,<b>5</b>,8†,H,T,T75†,1†<sup>1</sup>,,,,4†,4,,,5; WP7,sM6,,"19†, G, <span style=""text-decoration:line-through"">P</span>, R†<sup>1</sup>",1.0,T1E3,nat=am|multi_hits|mgs=-/4/4[*]|far=[*]$$,,,
2,Sherman Crab <i>MTv</i>,,33,70,1.6,5/44-45†,-1†,8/4,+SR,,<b>5</b>,12,,T,T75,1†<sup>1</sup>,,,,4,4,†,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>2</sup>,sM4,,"20†, G, R†<sup>1</sup>, BB†<sup>2</sup>",1.0,M4cra,nat=am|multi_hits,,,
3,POA-CWS-H1 <i>MTv</i>,,30.5,72,1.5-1.4†,2-6/45†,-1,11/4,-F/+SR,,6,13,,T,<b>TF32</b>†,,<b>X11</b>,,2,4,4,,,,sM8,,"21†, P",1.0,M4poa,nat=am,,,
5,M26 <i>HT</i>,,41.5,91,1.6-1.5†,3-5/45,0,18/8,-F,,6,12,,T,T90L,1,,,2,4,4,,A7,,,,"22†, <span style=""text-decoration:line-through"">P</span>",1.0,M26,nat=am,,,
6,M10 GMC <i>TD</i>,,29.5,65,1.5-1.1†,3/43-45†,0,8/3,,•,7,15,,ST,T76L,2,,,,,4,,A<sup>E</sup>5<sup>A4</sup>/6<sup>5</sup>†<sup>1</sup>,5<sup>5</sup>,sP5,,"23†, A†<sup>1</sup>, N, Y",1.0,M10GMC,nat=am,,,
6,M18 GMC <i>TD</i>,,18,71,1.6-1.2†,8/44-6/45†,+1,3/1,,•,6,24,,T,T76L,2,,,,,4,,A<sup>E</sup>5<sup>4</sup>/6<sup>5</sup>†<sup>1</sup>,5<sup>5</sup>,sP5,,"24†, A†<sup>1</sup>",1.0,M18GMC,nat=am,,,
6,M36 GMC <i>TD</i>,,28.5,83,1.6-1.1†,8/44-5/45,0,8/3,,•,7,15,,T,T90L,2,,,,,4,,A5<sup>5</sup>,,sP5,,"25†, <span style=""text-decoration:line-through"">P</span>",1.0,M36GMC,nat=am,,,
3,M36B1 GMC <i>TD</i>,,31,85,1.5,1-5/45,-1,11/4,-FSR,•,7,14,,T,T90L,2,,,2,,4,,A5,,sP5,,"26, <span style=""text-decoration:line-through"">P</span>",1.0,M36B1GMC,nat=am,,,
8,M2 <i>ht</i>,,8,35,1.1-1.3†<sup>1</sup>,41-45†<sup>1</sup>,+1,0,+F,•,4,<b>20</b>,,,AAMG†,2,,,,,6†,,,,,9PP/T6,"27†<sup>1</sup>, E†, H, I†, N",1.0,M2ht,nat=am,,,
16,M3 <i>ht</i>,,8,34,1.0-1.3†,41-45†,+1,0,+F,•,5,<b>20</b>,,,AAMG,1,,,,,4†,,,,,15PP/T6,"28†, N",1.0,M3ht,nat=am|ma=[*]$$|mgs=-/-/4,,,
6,M3A1 <i>ht</i>,,8,39,1.2-1.4†<sup>1</sup>,44-45,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,6†,,,,,15PP/T6,"29†<sup>1</sup>, E†, H, I†, Z",1.0,M3A1ht,nat=am,,,
3,M3(MMG) <i>ht</i>,,8,56,1.3,11/42-5/45,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,12†,,,,,10PP†,"30†, E†, H, N, <span style=""text-decoration:line-through"">P</span>",1.1,M3htMMG,nat=am|mgs=-/-/12[*]@sz-0.5|pp=$$<*>|qual=a,,,
3,M3(HMG) <i>ht</i>,,8,61,1.4,11/42-5/45,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,16†,,,,,10PP†,"30†, E†, H, N, <span style=""text-decoration:line-through"">P</span>",1.1,M3htHMG,nat=am|mgs=-/-/16[*]@sz-0.5|pp=$$<*>|qual=b,,,
3,M4 MC <i>ht</i>,,8,39,1.4,11/42-5/45,+1,0,+F,•,<b>4</b>,<b>20</b>,,NT,"R<span style=""text-decoration:overline"">81</span>*†",2†<sup>1</sup>,10†<sup>1</sup>,,,,2†<sup>2</sup>,,,WP8,,,"31†, J†, M†<sup>1</sup>, N, O†<sup>2</sup>, <span style=""text-decoration:line-through"">P</span>",1.0,M4MC,nat=am|ma_movt|range=[3-75]@in_gs|mgs=-/-/2,,,
3,M4A1 MC <i>ht</i>,,8,44,1.5-1.4†,9/43-45†,+1,0,+F,•,<b>4</b>,<b>20</b>,,NT,"R<span style=""text-decoration:overline"">81</span>*†<sup>1</sup>",2†<sup>2</sup>,,,,,2†<sup>3</sup>,,,WP8,,,"32†, J†<sup>1</sup>, M†<sup>2</sup>, O†<sup>3</sup>",1.0,M4A1MC,nat=am|range=[3-75]@in_gs|mgs=-/-/2,,,
3,M21 MC <i>ht</i>,,8.5,49,1.5,6/44-5/45,+1,0,+F,•,<b>4</b>,<b>20</b>,,NT,"B<span style=""text-decoration:overline"">81</span>*",3,,,,,4†,,,WP8,,,"33, M, O†, <span style=""text-decoration:line-through"">P</span>",1.0,M21MC,nat=am|mgs=-/-/4|range=[3-75]@in_gs,,,
6,M3 GMC <i>TDht</i>,,9,42,1.2-1.4†,12/41-6/45†,+1,0,+F,•,4,<b>19</b>,,NT,B75,1,,,,,Opt 4†,,,,,,"34†, N, U",1.0,M3GMC,nat=am,,,
3,T30 HMC <i>ht</i>,,9,41,1.1-1.5†<sup>1</sup>,11/42-43,+1,0,+F,•,4,<b>19</b>,,NT,B75*,2,,,,,4†,,H5; AP7,WP9,,,"35†<sup>1</sup>, K†, N, O†, <span style=""text-decoration:line-through"">P</span>, U",1.0,T30HMC,nat=am,,,
3,T19 HMC <i>ht</i>,,12†,40,1.2-1.5†,11/42-43,+1,0,+F,•,4,<b>15</b>†,,NT,"B<span style=""text-decoration:overline"">105</span>",,†,,,,4†<sup>1</sup>,,H5,7; WP8,,,"36†, K†<sup>1</sup>, N, O†<sup>1</sup>, <span style=""text-decoration:line-through"">P</span>",1.0,T19HMC,nat=am|mp=$$|mb=|mgs=-/-/4<*>,,,
4,M15A1 MGMC <i>AAht</i>,,9.5,60,1.3-1.5†,11/42-45†,0,0/0/★T†,+F,•,4,<b>18</b>,,T,T37L,3 (8),,,,12†,†<sup>1</sup>,,,,,,"37†, N, V†, AA†<sup>1</sup>",1.1,M15A1MGMC,nat=am|ma=[*]$$|sar=<*>$$|mgs=-/12[*]|ife=$$@in_gs,,,
4,M16 MGMC <i>AAht</i>,,9,66,1.3-1.5†,44-45†,+1,0,+F,•,4,<b>19</b>,,T,T12.7†,3 (24)†,,,,,†<sup>1</sup>,,,,,,"38†, V†, AA†<sup>1</sup>",1.0,M16MGMC,nat=am|range=[16]TH@mgs@sz-1.0|ife=$$@in_gs|mgs=,,,
4,M3A1 <i>SC</i>,,5.5,40,1.2-1.5†<sup>1</sup>,40-44,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,6†,,,,,9PP†<sup>1</sup>/T8,"39†<sup>1</sup>, E†, H, I†, N",1.0,M3A1SC,nat=am|mt=tr|pp=$$<*>,,,
4,M20 <i>SC</i>,,7,39,1.3,44-45†,+1,2/1,,•,4,36†<sup>1</sup>,L,,AAMG,2,,,,,6†<sup>2</sup>,,,,sP5,5PP†<sup>3</sup>,"40†, D†<sup>3</sup>, O†<sup>2</sup>, W†<sup>1</sup>, Z",1.0,M20SC,nat=am|ma=[*]$$|pp=[*]$$|mgs=-/-/6|mt=AC,,,
3,T8 “<i>SC</i>”†,,14.5,36,1.5,1-5/45,+1,6/3,,•,5,18,,,AAMG,2,,,2,,6†<sup>1</sup>,,,,,,"41†, O†<sup>1</sup>, <span style=""text-decoration:line-through"">P</span>",1.0,T8SC,nat=am|ma=[*]$$|mgs=2/-/6|mt=LT|name=T8 <i>SC</i>,,,
6,M8 <i>AC</i>,,8,48,1.5-1.2†,9/43-45†,+1,2/1,+SR,•,4,36†<sup>1</sup>,L,ST,T37LL,2,,,,4,4,,C7†<sup>2</sup>,,sP5,,"42†, C†<sup>2</sup>, G, W†<sup>1</sup>",1.0,M8AC,nat=am,,,
3,M8 HMC <i>SPA</i>,,15.5,52,1.3-1.4†,9/43-45†,+1,6/3,-F,•,5,17,,T,"T<span style=""text-decoration:overline"">75</span>*",2,,,,,4,,H9; C4<sup>4+</sup>†<sup>1</sup>,WP9,,,"43†, C†<sup>1</sup>, Y",1.0,M8HMC,nat=am,,,
4,M7 HMC <i>SPA</i>,,23,50,1.5-1.2†,11/42-45†,0,3/1,-F,•,7,14,L,NT,"B<span style=""text-decoration:overline"">105</span>",1,,,,,4,,H7; C7<sup>P</sup>†<sup>1</sup>,7; WP8,,,"44†, C†<sup>1</sup>, N",1.0,M7HMC,nat=am,,,
2,M12 GMC <i>SPA</i>,,27,40,1.6,6/44-5/45,0,4/1/★,-F,•†,9,13,,NT,B155,,<i>9</i>,•,,,,,AP6,WP8,,,"45†, <span style=""text-decoration:line-through"">P</span>",1.0,M12GMC,nat=am|ma=,,,
6,LVT(A)1 <i>aLT</i>,,15,49,1.3,2-12/44,-2,1/0,+SR,,6,<b>12</b><sup>3</sup>,L†,ST,T37LL,1,,,,4,8†<sup>1</sup>,,C10<sup>P</sup>†<sup>2</sup>,,,,"46†<sup>1</sup>, C†<sup>2</sup>, G, H, P, T†",1.0,LVTA1,nat=am,,,
6,LVT(A)4 <i>aLT</i>,,18,53,1.4-1.2†,6/44-45,-2,2/0,+FSR,•,6,<b>11</b><sup>3</sup>,†<sup>1</sup>,T,"T<span style=""text-decoration:overline"">75</span>*",2,,,Opt 2†<sup>2</sup>,,4,,H8; C7<sup>P</sup>†<sup>3</sup>,WP9,,,"47†, C†<sup>3</sup>, P, T†<sup>1</sup>, X†<sup>2</sup>",1.0,LVTA4,nat=am,,,
6,M4 DD <i>aMT</i>,,31,74,1.3,6/44-5/45,-1,8/4,+SR,,<b>6</b>,13<sup>2</sup>,,T,T75,1†,,,,4,4,,,5; WP7,sM5,,"48, G, <span style=""text-decoration:line-through"">P</span>, R†",1.0,M4dd,nat=am|multi_hits,,,
6,LVT2 <i>aPC</i>,,14,46,1.1-1.5†,11/43-6/45†,-1,★,,,6,<b>13</b><sup>3</sup>,L†<sup>1</sup>,,AAMG†<sup>2</sup>,2,,,,,14†<sup>2</sup>,,,,,24PP†<sup>3</sup>/T3,"49†, D†<sup>3</sup>, H, Q†<sup>2</sup>, T†<sup>1</sup>",1.1,LVT2,nat=am|mgs=-/-/14[*]@sz-0.5|pp=[*]$$,,,
6,LVT2(m) <i>aAPC</i>,,14.5,48,1.5-1.2†,11/43-45,-1,0,+F,•,7,<b>13</b><sup>3</sup>,L†<sup>1</sup>,,AAMG†<sup>2</sup>,2,,,,,14†<sup>2</sup>,,,,,29PP†<sup>3</sup>/T3,"49.1†, D†<sup>3</sup>, H, P, Q†<sup>2</sup>, T†<sup>1</sup>",1.1,LVT2m,nat=am|mgs=-/-/14[*]@sz-0.5|pp=[*]$$,,,
6,LVT(A)2 <i>aAPC</i>,,14.5,48,1.0-1.5†,2/44-6/45†,-1,1/0,,•,7,<b>12</b><sup>3</sup>,L†<sup>1</sup>,,AAMG†<sup>2</sup>,2,,,,,14†<sup>2</sup>,,,,,19PP†<sup>3</sup>/T3,"50†, D†<sup>3</sup>, H, Q†<sup>2</sup>, T†<sup>1</sup>",1.1,LVTA2,nat=am|mgs=-/-/14[*]@sz-0.5|pp=[*]$$,,,
6,LVT4 <i>aAPC</i>,,15,51,1.0-1.5†,6/44-6/45†,-1,1/0†,,•,7,<b>12</b><sup>3</sup>,L†<sup>1</sup>,,AAMG†,2,,,Opt 2†<sup>2</sup>,,14†,,,,,39PP†,"51†, D, H, T†<sup>1</sup>, X†<sup>2</sup>",1.1,LVT4,nat=am|mgs=-/-/14[*]@sz-0.5|pp=$$<*>|sar=<*>$$|qual=a,,,
6,M4 hst <i>PC</i>,,14.2,26,1.6,43-45,+1,★,,,6,18,L,,AAMG†,2,,,,,4†,,,,,13PP/T-4,51.1†,1.0,M4hst,nat=am|mgs=-/-/4,,,
5,DUKW <i>atr</i>,,9,24,1.2,3/43-45†,-1,★,,,<i>7</i>†<sup>1</sup>,27<sup>3t</sup>,,,AAMG,2,,,,,Opt 4†<sup>2</sup>,,,,,29PP†<sup>3</sup>,"52†, D†<sup>3</sup>, O†<sup>2</sup>, CC†<sup>1</sup>",1.0,DUKW,nat=am|ma=|pp=[*]$$,,,
2,¼-Ton Jeep GPA <i>atr</i>,,2,14,1.4,7/43-45,+2†,★,,,<i>2</i>,32<sup>2t</sup>,L†<sup>1</sup>,,,,,,,,,,,,,9PP,"53†, L†<sup>1</sup>",1.0,JeepGPA,nat=am,,,
10,¼-Ton Jeep <i>tr</i>,,1.5,15,1.5-.9†,41-45,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>3</sup>,,,,,9PP/T10,"54†, L†<sup>2</sup>, N, O†<sup>3</sup>, CC†<sup>1</sup>",1.0,Jeep,nat=am|ma=,,,
6,¾-Ton <i>tr</i>,,3.5,13,1.1-1.3†,40-45,+1,★,,,<i>4</i>,32<sup>t</sup>,,,,,,,,,,,,,,10PP/T9,"55†, N",1.0,ton34,nat=am,,,
6,1½-Ton <i>tr</i>,,5.5,16,1.0-1.3†,40-45,0,★,,,<i>6</i>,28<sup>t</sup>,,,,,,,,,,,,,,21PP/T7,"56†, N",1.0,ton112,nat=am,,,
6,2½-Ton <i>tr</i>,,7.5,20,1.2-.9†,41-45,0,★,,,<i>7</i>,28<sup>t</sup>,,,,,,,,,,,,,,29PP/T5,"57†, N",1.0,ton212,nat=am,,,
4,7½-Ton <i>tr</i>,,22,20,1.4-1.5†,41-45,-1,★,,,<i>7</i>,22<sup>t</sup>,H,,,,,,,,,,,,,29PP/T-4,"58†, N",1.0,ton712,nat=am,,,
0,M3A1 <i>LT</i> w/ BFT,,13,45,1.2-1.5†,9/42-44†,+1,4/3,+SR,,4,18,,ST,T37LL,1,<b>X10</b>,,,4,2,<b>BF24</b>,C7†<sup>2</sup>,,,,"3v†, C†<sup>2</sup>, F†<sup>1</sup>, G, N",1.0,M3A1ft,nat=am,,,
0,M5A1 <i>LT</i> w/ Opt BFT,,15.5,46,1.3-1.1†,11/42-45†,+1,6/3,+SR,,4,17,,ST,T37LL,1,<b>X10</b>,,,4,2,<b>BF24</b>,C7†<sup>2</sup>,,,,"5v†, C†<sup>2</sup>, F†<sup>1</sup>, G, N, Y",1.0,M5A1ft,nat=am,,,
0,M4 <i>MT</i> w/ Opt BFT,,30.5,68,1.0,7/43-45†,-1,8/4,+SR,,<b>5</b>,13,,T,T75,1†<sup>1</sup>,<b>X10</b>,,,4,4,<b>BF30</b>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>3</sup>,sM5<sup>4+</sup>,,"8v†, F†<sup>2</sup>, G, R†<sup>1</sup>, Y, BB†<sup>3</sup>",1.0,M4ft,nat=am|multi_hits,,,
0,M4A1 <i>MT</i> w/ Opt BFT,,30.5,70,1.4-.9†,12/42-45†,-1,11/4,-F/+SR,,<b>5</b>,13,,T,T75,1†<sup>1</sup>,<b>X10</b>,,,4,4,<b>BF30</b>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>3</sup>,sM5<sup>4+</sup>,,"9v†, F†<sup>2</sup>, G, N, R†<sup>1</sup>, Y, BB†<sup>3</sup>",1.0,M4A1ft,nat=am|multi_hits,,,
0,M4A2 <i>MT</i> w/ Opt BFT,,31,69,1.1,11/43-6/45,-1,8/4,+SR,,<b>5</b>,14,,T,T75,1†,<b>X10</b>,,,4,4,<b>BF30</b>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>2</sup>,sM5<sup>4+</sup>,,"10v, F†<sup>1</sup>, G, P, R†, BB†<sup>2</sup>",1.0,M4A2ft,nat=am|multi_hits,,,
0,M4A2 (L) <i>MT</i> w/ Opt BFT,,32,72,1.3,7/44-6/45,-1,11/4,-F/+SR,,<b>6</b>,14,,T,T75,1†,<b>X10</b>,,,4,4,<b>BF30</b>,,5; WP7,sM8,,"11v, F†<sup>1</sup>, G, P, R†",1.0,M4A2Lft,nat=am|multi_hits,,,
0,M4A3 <i>MT</i> w/ Opt BFT,,30.5,70,1.3,7/43-45†,-1,8/4,+SR,,<b>5</b>,15,,T,T75,1†<sup>1</sup>,<b>X10</b>,,,4,4,<b>BF30</b>,,5<sup>J4+</sup>; WP7<sup>J4+</sup>†<sup>3</sup>,sM4<sup>4+</sup>,,"12v†, F†<sup>2</sup>, G, R†<sup>1</sup>, Y, BB†<sup>3</sup>",1.0,M4A3ft,nat=am|multi_hits,,,
0,M4A3(75)W <i>MT</i> w/ Opt BFT,,31.5,73,1.1,6/44-45†,-1,11/4,-F/+SR,,6,15,,T,T75,1†<sup>1</sup>,<b>X10</b>,,,4,4,<b>BF30</b>,,5; WP7,sM8,,"13v†, F†<sup>2</sup>, G, R†<sup>1</sup>, Y",1.0,M4A375Wft,nat=am|multi_hits,,,
0,M4A3E2 <i>MT</i> w/ Opt BFT,,38,78,1.5,9/44-5/45,-1,18/8,+SR,,6,12,,T,T75,1†,<b>X10</b>,,,4,4,<b>BF30</b>,,5; WP7,sM8,,"14va, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, R†",1.0,M4A3E2ft,nat=am|multi_hits,,,
0,M4A3E2 (L) <i>MT</i> w/ Opt BFT,,38,82,1.6-1.5†,10/44-5/45,-1,18/8,+SR,,6,12,,T,T76L,1,<b>X10</b>,,,4,4,<b>BF30</b>,A4<sup>4</sup>/5<sup>5</sup>,5<sup>5</sup>,sM8,,"14vb†, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>",1.0,M4A3E2Lft,nat=am|multi_hits,,,
0,M4A1(76)W <i>MT</i> w/ Opt BFT,,32,76,1.2-1.1†,7/44-5/45,-1,11/4,-F/+SR,,6,13,,T,T76L,1,<b>X10</b>,,,4,4,<b>BF30</b>,A4<sup>A4</sup>/5<sup>5</sup>†<sup>2</sup>,5<sup>5</sup>,sM8,,"15v†, A†<sup>2</sup>, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, Y",1.0,M4A176Wft,nat=am,,,
0,M4A3(76)W <i>MT</i> w/ Opt BFT,,32,77,1.1-.9†,7/44-5/45,-1,11/4,-F/+SR,,6,15,,T,T76L,1,<b>X10</b>,,,4,4,<b>BF30</b>,A4<sup>A4</sup>/5<sup>5</sup>†<sup>2</sup>,5<sup>5</sup>,sM8,,"16v†, A†<sup>2</sup>, F†<sup>1</sup>, G, <span style=""text-decoration:line-through"">P</span>, Y",1.0,M4A376Wft,nat=am,,,
0,M3 GMC <i>TDht</i> w/ Opt AAMG,,9,42,1.2-1.4†,12/41-6/45†,+1,0,+F,•,4,<b>19</b>,,NT,B75,1,,,,,Opt 4†,,,,,,"34v†, N, U",1.0,M3GMC2,nat=am|mgs=-/-/4[*],,,
0,T19 HMC <i>ht</i> w/out Trailer,,12†,40,1.2-1.5†,11/42-43,+1,0,+F,•,4,<b>19</b>,,NT,"B<span style=""text-decoration:overline"">105</span>",,<i>9</i>,,,,4†<sup>1</sup>,,H5,7; WP8,,,"36v†, K†<sup>1</sup>, N, O†<sup>1</sup>, <span style=""text-decoration:line-through"">P</span>",1.0,T19HMC2,nat=am|mb=B<i>9</i>|mgs=-/-/4<*>,,,
0,M12 GMC <i>SPA</i> in firing mode,,27,40,1.6,6/44-5/45,0,4/1/★,-F,•†,9,13,,NT,B155,,<i>9</i>,•,,,,,AP6,WP8,,,"45v†, <span style=""text-decoration:line-through"">P</span>",1.0,M12GMC2,nat=am|mp=RFNM,,,
