count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
6,Type 97B CHI-HA <i>MT</i>,,16,45,1.6-1.1†,5/42-45†,0,3/2,+F,,4,14,L,ST,T47L,1,,,2,-<sup>R2</sup>,,,,,5,,8†,1.0,ty97Bchiha,nat=ja|qual=b,,,
2,Type 1 CHI-HE <i>MT</i>,,17,48,1.6,4/44-45†,0,6/2,+SR,,5,16,L,ST,T47L,1,,,2,-<sup>R2</sup>,,,,,5,,9†,1.0,ty1chihe,nat=ja,,,
6,Type 91 <i>AC</i>,,7,24,1.3-1.6†,31-45,-1,1,,,6,14<sup>t</sup>†,H,RST,CMG,1,<b>11</b>†<sup>1</sup>,,Opt 2<sup>S2×2</sup>†,4,Opt 2†,,,,,,"10†, A†<sup>1</sup>",1.0,ty91ac,nat=ja|mgs=-<sup>S2x2</sup>/4,,,
6,Type 92 <i>AC</i>,,6,24,1.5-1.6†,32-45†,0,0,,,4,19<sup>t</sup>†,H,RST,CMG,1,<b>11</b>†<sup>1</sup>,,Opt 2†,4,,,,,,,"11†, A†<sup>1</sup>",1.0,ty92ac,nat=ja,,,
3,Type 1 HO-NI I <i>SPA</i>,,16,44,1.6†,4/44-6/45†,0,3/2/★T,+F,•,5,14,L,NT,B75,1,11,,,,,,,WP5,,,12†,1.0,ty1honi,nat=ja,,,
2,Type 4 HO-RO <i>SPA</i>,,16.5,53,1.6†,1-6/45†,0,3/2/★T,,•,<b>5</b>,13,L,NT,"B<span style=""text-decoration:overline"">150</span>*",,<i>11</i>,•,,,,,,WP6,,,13†,1.0,ty4horo,nat=ja,,,
3,Type 1 HO-KI <i>APC</i>,,6.5,16,1.6†,10/44-6/45†,0,0,,•,<i>5</i>,16,L,,,,,,,,,,,,,17PP/T7,14†,1.0,ty1hoki,nat=ja,,,
4,Type 98 SHI-KE <i>PC</i>,,4,11,1.4-1.3†,34-45,+1,★,,,<i>5</i>,15,L,,,,,,,,,,,,,9PP/T9,15†,1.0,ty98shike,nat=ja,,,
4,Type 92 I-KE <i>PC</i>,,5,13,1.5,32-45,0,★,,,<i>5</i>,9,L,,,,,,,,,,,,,9PP†/T-4,16†,1.0,ty92ike,nat=ja|pp=[*]$$,,,
3,Type 95 <i>tr</i>,,1.5,10,1.3,36-45,+2,★,,,<i>2</i>,27<sup>t</sup>,L†,,,,,,,,,,,,,8PP,17†,1.0,ty95tr,nat=ja,,,
6,Type 94 <i>tr</i>,,6,15,1.3,35-45,0,★,,,<i>6</i>,23<sup>t</sup>,,,,,,,,,,,,,,21PP/T6,18,1.0,ty94tr,nat=ja|qual=a,,,
6,Type 97 <i>tr</i>,,5,16,1.4,37-45,0,★,,,<i>7</i>,26<sup>t</sup>,,,,,,,,,,,,,,29PP,18,1.0,ty97tr,nat=ja|qual=b,,,
4,Vickers 8-in. Costal Defense Gun Turret,,,43,,,-1,2/2/0†,,•†,,,,ST,T200L,,,,,,,,,,,,19†,1.0,jaAR200L,nat=ja|mt=none|mp=[*]ART|range=[12-500]@in_gs@sz-3.0,,ignore,
0,Type 2 KA-MI <i>aLT</i> w/out Pontoons,,9.5,40,1.5-1.6†,44-7/45,+1,2/0,+SR,,5†,15,L,ST,T37L,1,,,2,4,,,,,,,6†,1.0,ty2kami,nat=ja,,,
6,Type 91 <i>AC</i> w/ Opt BMG,,7,24,1.3-1.6†,31-45,-1,1,,,6,14<sup>t</sup>†,H,RST,CMG,1,<b>11</b>†<sup>1</sup>,,Opt 2<sup>S2×2</sup>†,4,Opt 2†,,,,,,"10va†, A†<sup>1</sup>",1.0,ty91ac2,nat=ja|mgs=2<sup>S2x2</sup>/4,,,
6,Type 91 <i>AC</i> w/ Opt BMG & AAMG,,7,24,1.3-1.6†,31-45,-1,1,,,6,14<sup>t</sup>†,H,RST,CMG,1,<b>11</b>†<sup>1</sup>,,Opt 2<sup>S2×2</sup>†,4,Opt 2†,,,,,,"10vb†, A†<sup>1</sup>",1.1,ty91ac3,nat=ja|mgs=2<sup>S2x2</sup>/4/2@sz-1.0,,,
0,Type 92 <i>AC</i> w/ Opt BMG,,6,24,1.5-1.6†,32-45†,0,0,,,4,19<sup>t</sup>†,H,RST,CMG,1,<b>11</b>†<sup>1</sup>,,Opt 2†,4,,,,,,,"11v†, A†<sup>1</sup>",1.0,ty92ac2,nat=ja|mgs=2/4,,,
0,Vickers 8-in. Coastal Defense Gun Turret,,,43,,,-1,2/2/0†,,•†,,,,ST,T200L,,,,,,,,,,,,19v†,1.0,jaAR200Lb,nat=ja|copy,,,
0,Generic Armored Car <i>AC</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,JAAC,nat=ja,,,
0,Generic Halftrack <i>ht</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,JAHT,ignore,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g3,1.0,JAMT,nat=ja,,,
0,Generic Self-propelled Gun <i>AG</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g4,1.0,JASP,ignore,,,
0,Generic Tank Destroyer <i>TD</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g5,1.0,JATD,ignore,,,
0,Generic Truck <i>tr</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g6,1.0,JAtr,nat=ja,,,
