count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
2,A9 CS <i>MT</i>,,13,27,1.3-1.6†,39-41,0,1,,,<b>5</b>,<b>14</b>,,T,"T<span style=""text-decoration:underline""><span style=""text-decoration:overline"">94</span></span>*†<sup>2</sup>",,,,4×2†,6,Opt 2†<sup>1</sup>,,,†<sup>2</sup>,6,,"6†, K†<sup>1</sup>, N, S†<sup>2</sup>",1.1,a9cs,nat=br|mgs=4x2<*>/6/2@sz-1.0|range=[50]|qual=b,,,
6,A10 Mk IA <i>MT</i>,,14.5,40†<sup>1</sup>,1.1-1.5†,40-41†,0,3,,,<b>5</b>†,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,Opt 2†,4 or 6†<sup>1</sup>,Opt 2†<sup>2</sup>,,,,6,,"7†, B†<sup>1</sup>, K†<sup>2</sup>, N",1.0,a10ia,nat=br|mgs=2/4|qual=a,,,
3,A10 Mk IA CS <i>MT</i>,,14.5,24,1.4-1.6†,12/40-41,0,3,,,<b>5</b>†,10,,T,"T<span style=""text-decoration:underline""><span style=""text-decoration:overline"">94</span></span>*†<sup>2</sup>",,,,Opt 2†,4,Opt 2†<sup>1</sup>,,,†<sup>2</sup>,6,,"7†, K†<sup>1</sup>, N, S†<sup>2</sup>",1.0,a10iacs,nat=br|mgs=2/4|range=[50]|qual=b,,,
3,A13 Mk I <i>MT</i>,,14,42,1.1,39-6/40,0,1,,,<b>4</b>,<b>16</b>,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,6,Opt 2†,,,,6,,"8, K†",1.0,a13i,nat=br|qual=a,,,
6,A13 Mk II <i>MT</i>,,15,43†<sup>1</sup>,1.0-1.3†,40-41†,0,3/2,+SR,,<b>4</b>,<b>16</b>,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4 or 6†<sup>1</sup>,Opt 2†<sup>2</sup>,,,,6,,"8†, B†<sup>1</sup>, K†<sup>2</sup>, N",1.0,a13ii,nat=br|mgs=-/4|qual=b,,,
2,A13 Mk II CS <i>MT</i>,,15,26,1.3-1.5†,40-41†,0,3/2,+SR,,<b>4</b>,<b>16</b>,,T,"T<span style=""text-decoration:underline""><span style=""text-decoration:overline"">94</span></span>*†<sup>2</sup>",,,,,4,Opt 2†<sup>1</sup>,,,†<sup>2</sup>,6,,"8†, K†<sup>1</sup>, N, S†<sup>2</sup>",1.0,a13iics,nat=br|range=[50]|qual=c,,,
6,Crusader I <i>MT</i>,,19.5,45,1.0-1.5†,6/41-5/43,+1,4/3,+SR,,<b>5</b>,<b>15</b>,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,2†,4,Opt 2†<sup>1</sup>,,,,sM8,,"9†, K†<sup>1</sup>, N",1.0,crusi,nat=br|mgs=2<*>/4|qual=a,,,
2,Crusader I CS <i>MT</i>,,19.5,35,1.4-1.6†,6/41-5/43,+1,4/3,+SR,,<b>5</b>,<b>15</b>,,T,"T<span style=""text-decoration:overline"">76</span>*†<sup>2</sup>",1,,,2†,4,Opt 2†<sup>1</sup>,,HE9,†<sup>2</sup>,sM8,,"9†, K†<sup>1</sup>, N, S†<sup>2</sup>",1.0,crusics,nat=br|mgs=2<*>/4|range=[50]|qual=b,,,
6,Crusader II <i>MT</i>,,19.5,46,1.0-1.1†,11/41-5/43,+1,4/3,+FSR,,<b>4</b>,<b>15</b>,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2†<sup>1</sup>,,,,sM8,,"9†, K†<sup>1</sup>, N",1.0,crusii,nat=br|qual=c,,,
2,Crusader II CS <i>MT</i>,,19.5,36,1.3-1.4†,11/41-5/43,+1,4/3,+FSR,,<b>4</b>,<b>15</b>,,T,"T<span style=""text-decoration:overline"">76</span>*†<sup>2</sup>",1,,,,4,Opt 2†<sup>1</sup>,,HE9,†<sup>2</sup>,sM8,,"9†, K†<sup>1</sup>, N, S†<sup>2</sup>",1.0,crusiics,nat=br|range=[50]|qual=d,,,
6,Crusader III <i>MT</i>,,20,51,1.6-1.2†,7/42-5/43,+1,4/3,+FSR,,<b>3</b>,<b>15</b>,H,ST,"T<span style=""text-decoration:underline"">57</span>L†<sup>1</sup>",1,,,,4,,,HE7<sup>F3+</sup>†<sup>1</sup>,,7; sM8†<sup>2</sup>,,"10†, N, Y†<sup>1</sup>, Z†<sup>2</sup>",1.0,crusiii,"nat=br|ma=[_*]<span style=""text-decoration:underline"">57</span>L",,,
6,Grant(a) <i>MT</i>,,28,66,1.0-1.6†,5/42-45†,-1,8/4,+FSR,,6,13,,T-NT,"T<span style=""text-decoration:underline"">37</span>LL",1†,11†,,2†,4,,B75†,HE<sup>4+</sup>; C5<sup>4+</sup>†<sup>1</sup>,8†,sM8,,"11†, A, C†<sup>1</sup>, G, N, P",1.0,grant,nat=br|ma=[*]$$|mb=B11[*]|rof=$$[*]|fixed_bmg|qual=a,,,
6,Lee(a) <i>MT</i>,,28,64,1.6-1.0†,6/42-45†,-1,8/4,+SR,,7,13,,T-NT,"T<span style=""text-decoration:underline"">37</span>LL",1†,11†,,2†,4,Opt 2†,B75†,HE<sup>4+</sup>; C5<sup>4+</sup>†<sup>1</sup>,8†,6,,"11†, A, C†<sup>1</sup>, G, N, P",1.0,lee,nat=br|ma=[*]$$|mb=B11[*]|rof=$$[*]|fixed_bmg|qual=b,,,
6,Sherman II(a) <i>MT</i>,,30.5,68,1.0-1.3†,10/42-5/45†,-1,11/4,-F/+SR,,<b>5</b>,13,,T,T75,1†<sup>1</sup>,,,2,4,Opt 4†<sup>2</sup>,,,8; WP6<sup>J4+</sup>†<sup>3</sup>,6,,"12†, A, G, K†<sup>2</sup>, N, R†<sup>1</sup>, W†<sup>3</sup>",1.0,sheriia,nat=br|ma=[*]$$|multi_hits,,,
6,Sherman III(a) <i>MT</i>,,31,68,1.4-1.0†,10/42-5/45†,-1,8/4,+SR,,<b>5</b>,14,,T,T75,1†<sup>1</sup>,,,2,4,Opt 4†<sup>2</sup>,,,8; WP6<sup>J4+</sup>†<sup>3</sup>,6,,"13†, A, G, K†<sup>2</sup>, N, R†<sup>1</sup>, W†<sup>3</sup>",1.0,sheriiia,nat=br|ma=[*]$$|multi_hits,,,
6,Sherman V(a) <i>MT</i>,,30.5,67,1.3-.9†,7/43-45†,-1,8/4,+SR,,<b>5</b>,13,,T,T75,1†<sup>1</sup>,,,2,4,Opt 4†<sup>2</sup>,,,8; WP6<sup>J4+</sup>†<sup>3</sup>,6,,"14†, A, G, K†<sup>2</sup>, P, R†<sup>1</sup>, W†<sup>3</sup>",1.0,sherva,nat=br|ma=[*]$$|multi_hits,,,
6,Sherman IIA(a) <i>MT</i>,,32,75,1.5-1.1†,9/44-5/45†,-1,11/4,.-F/+SR,,6,13,,T,T76L,1,,,2,4,Opt 4†<sup>1</sup>,,A4<sup>4</sup>/5<sup>5</sup>,5<sup>5</sup>,sM8,,"15†, A, G, K†<sup>1</sup>",1.0,sheriiaa,nat=br,,,
3,Sherman IIC(a) <i>MT</i>,,33,77,1.3-1.6†,6/44-5/45†,-1,11/4,-F/+SR,,<b>5</b>,13,,T,T76LL,1,,,,4,Opt 4†<sup>1</sup>,,HE7; D5<sup>S4</sup>/6<sup>5</sup>†<sup>2</sup>,,sM8,,"16†, A, J†<sup>2</sup>, K†<sup>1</sup>",1.0,sheriica,nat=br|qual=a,,,
3,Sherman VC(a) <i>MT</i>,,33,76,1.1-1.5†,6/44-5/45†,-1,8/4,+SR,,<b>5</b>,13,,T,T76LL,1,,,,4,Opt 4†<sup>1</sup>,,HE7; D5<sup>S4</sup>/6<sup>5</sup>†<sup>2</sup>,,sM8,,"16†, A, J†<sup>2</sup>, K†<sup>1</sup>",1.0,shervca,nat=br|qual=b,,,
2,Sherman IB(a) <i>MT</i>,,31.5,71,1.5-1.3†,10/44-5/45†,-1,11/4,-F/+SR,,6,13,,ST,"T<span style=""text-decoration:overline"">105</span>",,,,2,4,Opt 4†<sup>1</sup>,,H9,7; WP9,sM8,,"17†, A, K†<sup>1</sup>",1.0,sheriba,nat=br,,,
3,Centaur IV <i>MT</i>,,29,63,1.4,6/44,0,6/4,+FSR,,5,<b>13</b>,,T,"T<span style=""text-decoration:overline"">95</span>*",1,,,,4,,,H6,9,7; sM8†,,"18, S, Z†",1.0,centiv,nat=br,,,
6,Cromwell IV <i>MT</i>,,28,72,1.1-1.2†,6/44-5/45,0,6/4,+FSR,,5,18,,T,T75,1,,,2,4,,,,8; WP6,7; sM8†<sup>1</sup>,,"19†, Z†<sup>1</sup>",1.0,cromiv,nat=br|qual=a,,,
2,Cromwell VI <i>MT</i>,,28,68,1.3-1.4†,6/44-5/45,0,6/4,+FSR,,5,18,,T,"T<span style=""text-decoration:overline"">95</span>*",1,,,2,4,,,H6,9,7; sM8†<sup>1</sup>,,"20†, S, Z†<sup>1</sup>",1.0,cromvi,nat=br|qual=a,,,
6,Cromwell VII <i>MT</i>,,28.5,73,1.2-1.3†,6/44-5/45,0,8/4,+FSR,,6,16,,T,T75,1,,,2,4,,,,8; WP6,7; sM8†,,"19†, Z†<sup>1</sup>",1.0,cromvii,nat=br|qual=b,,,
2,Cromwell VIII <i>MT</i>,,28.5,69,1.4-1.5†,6/44-5/45,0,8/4,+FSR,,6,16,,T,"T<span style=""text-decoration:overline"">95</span>*",1,,,2,4,,,H6,9,7; sM8†<sup>1</sup>,,"20†, S, Z†<sup>1</sup>",1.0,cromviii,nat=br|qual=b,,,
3,Challenger <i>MT</i>,,33,76,1.6-1.4†,8/44-5/45,-1,6/3,+FSR,,6,<b>15</b>,,T,T76LL,1,,,,4,,,HE7; D5<sup>S4</sup>/6<sup>5</sup>†<sup>1</sup>,,7; sM8†<sup>2</sup>,,"21†, J†<sup>1</sup>, Z†<sup>2</sup>",1.0,chall,nat=br,,,
6,Comet <i>MT</i>,,36,79,1.3,4-5/45,0,8/4,+FSR,,6,15,,T,T77L,1,,,2,4,,,,,7; sM8†,,"22, Z†",1.0,comet,nat=br,,,
2,Sherman Dozer(a) <i>MTv</i>,,31,70,1.6-1.4†,9/44-45†,-1,11†/4,-F/+SR,,<b>5</b>,12,,T,T75,1†<sup>1</sup>,,,,4,Opt 4†<sup>2</sup>,,,8; WP6,6,,"23†, A, G, K†<sup>2</sup>, P, R†<sup>1</sup>",1.0,sherdoz,nat=br|multi_hits|far=[b*]$$,,,
3,Sherman Crab(a) <i>MTv</i>,,33,70,1.3,6/44-5/45†,-1,8/4,+SR,,<b>5</b>,12,,T,T75,1†<sup>1</sup>,,,,4,Opt 4†<sup>2</sup>,†,,8; WP6,6,,"24†, A, G, K†<sup>2</sup>, P, R†<sup>1</sup>",1.0,shercrab,nat=br|multi_hits,,,
6,Matilda I <i>HTt</i>,•,11,26†<sup>1</sup>,1.3,38-5/40,+1,6,,,2,6†,L,1MT,CMG†,1,,,,4 or 6†<sup>1</sup>,,,,,5,,"25†, B†<sup>1</sup>",1.0,mati,nat=br|ma=$$|mgs=-/4,,,
6,Matilda II <i>HT</i>,,27,51†<sup>1</sup>,1.1-1.6†,40-45†,0,11/8,-F,,5,<b>9</b>†,H,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4 or 6†<sup>1</sup>,Opt 2†<sup>2</sup>,,,,6,,"26†, B†<sup>1</sup>, K†<sup>2</sup>, N, P",1.0,matii,nat=br|mgs=-/4|qual=a,,,
2,Matilda II CS <i>HT</i>,,27,41†<sup>2</sup>,1.3-1.6†,5/41-45†,0,11/8,-F,,5,<b>9</b>†,H,T,"T<span style=""text-decoration:overline"">76</span>*†<sup>2</sup>",1,,,,4,Opt 2†<sup>1</sup>,,HE9†<sup>2</sup>,†<sup>2</sup>,6,,"26†, K†<sup>1</sup>, N, P, S†<sup>2</sup>",1.0,matiics,nat=br|range=[50]|qual=b,,,
6,Valentine II <i>HT</i>,,16.5,42,1.0-1.3†,11/41-5/43†,+1,6,+F,,4,10,L,ST,"T<span style=""text-decoration:underline"">40</span>L",1,,,,4,,,,,sM8,,"27†, N",1.0,valii,nat=br,,,
3,Valentine V <i>HT</i>,,17,45,1.1-1.4†,11/42-5/43,+1,6,+F,,4,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2†<sup>1</sup>,,,,sM8,,"28†, K†<sup>1</sup>, N<sup>T</sup>",1.0,valv,nat=br,,,
3,Valentine VIII <i>HT</i>,,17.5,49,1.5,3-5/43,+1,6/4,+FSR,,4,10,,ST,T57L,1,,,,,,,HE7,,6,,"29, N<sup>T</sup>",1.0,valviii,nat=br,,,
2,Valentine XI <i>HT</i>,,17.5,60,1.5,10/44-5/45,+1,6/4,+FSR,,4,10,,ST,T75,,,,,4,,,,8; WP6,8,,30,1.0,valxi,nat=br,,,
2,Churchill I <i>HT</i>,,39,58†<sup>2</sup>,1.3-1.5†,8/42-44†,-1,11/8,,,7,<b>10</b>,,T-NT,"T<span style=""text-decoration:underline"">40</span>L",1†,,,,4,,"B<span style=""text-decoration:overline"">76</span>*†<sup>2</sup>",HE9†<sup>2</sup>,†<sup>2</sup>,5<sup>4</sup>; sM8†<sup>1</sup>,,"31†, N<sup>T</sup>, S†<sup>2</sup>, Z†<sup>1</sup>, CC",1.0,churi,nat=br|sa_movt|rof=$$[*]|mp=[b*]$$,,,
6,Churchill IV <i>HT</i>,,40,66,1.6-1.0†,8/42-5/45†,-1,11/8,-F,,7,9,,T,"T<span style=""text-decoration:underline"">57</span>L†<sup>1</sup>",2,11,,2,4,,,HE7<sup>F3</sup>/8<sup>4+</sup>†<sup>1</sup>; D6<sup>J4</sup>/7<sup>5</sup>†<sup>2</sup>,,6<sup>4+</sup>; sM8†<sup>3</sup>,,"32†, J†<sup>2</sup>, N, Y†<sup>1</sup>, Z†<sup>3</sup>, CC",1.0,churiv,nat=br|ma=[_*]$$|mp=[*]$$,,,
2,Churchill V <i>HT</i>,,40,67,1.3-1.6†,5/44-5/45†,-1,11/8,-F,,7,9,,T,"T<span style=""text-decoration:overline"">95</span>*",1,,,2,4,,,H6,9,7; sM8†<sup>1</sup>,,"33†, S, Z†<sup>1</sup>, CC",1.0,churv,nat=br|mp=[*]$$,,,
4,Churchill VI <i>HT</i>,,40,70,1.2-1.4†,5/44-5/45,-1,11/8,-F,,7,9,,T,T75,1,,,2,4,,,,8; WP6<sup>J4+</sup>†<sup>1</sup>,7; sM8†<sup>2</sup>,,"34†, W†<sup>1</sup>, Z†<sup>2</sup>, CC",1.0,churvi,nat=br|mp=[*]$$,,,
6,Churchill VII <i>HT</i>,,41,74,1.0-1.5†,6/44-5/45†,-1,14/11,,,7,8,,T,T75,1,,,2,4,,,,8; WP6,7; sM8†<sup>1</sup>,,"35†, Z†<sup>1</sup>, CC",1.0,churvii,nat=br|mp=[*]$$|qual=a,,,
2,Churchill VIII <i>HT</i>,,41,71,1.4-1.6†,6/44-5/45†,-1,14/11,,,7,8,,T,"T<span style=""text-decoration:overline"">95</span>*",1,,,2,4,,,H6,9,7; sM8†<sup>1</sup>,,"35†, S, Z†<sup>1</sup>, CC",1.0,churviii,nat=br|mp=[*]$$|qual=b,,,
2,Val. Bridgelayer <i>HTv</i>,,19.5†,40,1.2-1.3†,9/43-45†,+1,6,,,2,8†,,,†,,X12†,,,,,,,,7,,"36†, M, P",1.0,valbrid,nat=br|ma=|mp=8|qual=a,,,
2,Chur. Bridgelayer <i>HTv</i>,,41.5†,50,1.2-1.5†,5/44-5/45,-1†,11/8,,,2,8†,,,†,,X12†,,,,,,,,7,,"36†, M, CC",1.0,churbrid,nat=br|ma=VBM NA|mb=X12<*>|mp=8|qual=b,,,
6,Chur. AVRE <i>HTv</i>,,41†,76,1.2-1.3†,6/44-5/45†,-1,14/11,-FSR,,8,8†,,T,"T<span style=""text-decoration:overline"">200</span>†",,<i>11</i>,•,2†,4,,,,,7; sM8†<sup>1</sup>,,"37†, Z†<sup>1</sup>, CC",1.0,churavre,nat=br|mgs=2/4,,,
4,Chur. Crocodile <i>HTv</i>,,47.5,120,1.3-1.1†,6/44-5/45†,-1,14/11,,,7,7†,,T,T75,1,<b>X12</b>†,,,4,,"<b>BF<span style=""text-decoration:underline"">36</span></b>",,8; WP6,7; sM8†<sup>1</sup>,,"38†, Z†<sup>1</sup>, CC",1.0,churcroc,nat=br|mp=7,,,
3,Deacon <i>TD</i>,,12,40,1.4,10/42-5/43,-1,2/2/★T†,+F,•†,5,16<sup>t</sup>†<sup>1</sup>,H,T†,"T<span style=""text-decoration:underline"">57</span>L†",3,,,,,,,HE7<sup>F3+</sup>†<sup>2</sup>,,,,"39†, L†<sup>1</sup>, N, Y†<sup>2</sup>",1.0,deacon,nat=br|ma=[*][_*]$$,,,
4,Wolverine(a) <i>TD</i>,,29.5,58,1.3-1.2†,9/43-5/45,0,8/3,,•,7,15,,ST,T76L,2,,,,,4,,HE7; A5<sup>S4</sup>/6<sup>5</sup>†<sup>1</sup>,5<sup>5</sup>,,,"40†, A, J†<sup>1</sup>",1.0,wolv,nat=br|qual=a,,,
4,Achilles(a) <i>TD</i>,,29.5,70,1.5-1.2†,6/44-5/45†,0,8/3,,•,7,15,,ST,T76LL,2,,,,,4,,HE7; D6<sup>S4</sup>/7<sup>5</sup>†<sup>1</sup>,,,,"40†, A, J†<sup>1</sup>",1.0,achil,nat=br|qual=b,,,
4,Archer <i>TD</i>,,16.5,60,1.3,10/44-5/45†,+1,6/4,-FSR,•,5,12,L,NT,R76LL†,2,,,,,,,HE7; D6<sup>4</sup>/7<sup>5</sup>†<sup>1</sup>,,7,,"41†, J†<sup>1</sup>",1.0,archer,nat=br,,,
4,Daimler <i>SC</i>,,3,29,1.5-1.2†,5/40-45†,+2,4/1,-F,•,2,37,L,,BMG,1,,,2,,,,,,4<sup>4+</sup>†,,"42†, M, N, P",1.0,daimsc,nat=br|mt=AC|qual=a,,,
4,Lynx <i>SC</i>,,4.5,27,1.6-1.4†,7/43-45†,+1,4/1,-F,•,2,31†<sup>1</sup>,,,BMG,1,,,2,,,,,,5,,"42†, L†<sup>1</sup>, M, P",1.0,lynx,nat=br|mt=AC|qual=b,,,
4,Humber <i>SC</i>,,3.5,30,1.4-1.2†,7/43-45†,+2,2/1,-F,,2,35†<sup>1</sup>,,,AAMG,1,11,,,,2†,,,,4<sup>4+</sup>†,1PP†<sup>2</sup>,"43†, L†<sup>1</sup>, M, P, BB†<sup>2</sup>",1.0,humber,nat=br|pp=$$[*]|mt=AC,,,
4,Stuart Recce “<i>SC</i>”†,,12,35,1.5-1.3†,43-45†,+1,4/3,,•,5,19,L,,AAMG,1,,,2,,8†,,,,,7PP,"44†, A, D, N<sup>T</sup>, P",1.0,sturecce,nat=br|ma=<*>$$|mgs=2/-/8|name=Stuart Recce <i>SC</i>|mt=LT,,,
3,Humber III LRC <i>SC</i>,,3.5,26,1.5-1.2†,11/42-45†,+1,0,+F,•,3,31<sup>t</sup>†<sup>1</sup>,,,AAMG,1,,,,,2,Opt BATR†<sup>2</sup>,,,5,,"45†, L†<sup>1</sup>, N, P, Q†<sup>2</sup>",1.0,humblrc,nat=br|mt=tr|sa=|qual=a,,,
3,Otter LRC <i>SC</i>,,4.5,25,1.6-1.4†,4/43-45†,0,0,+F,•,3,29<sup>t</sup>†<sup>1</sup>,,,AAMG,1,,,,,2,Opt BATR†<sup>2</sup>,,,5,,"45†, L†<sup>1</sup>, P, Q†<sup>2</sup>",1.0,otter,nat=br|mt=tr|sa=|qual=b,,,
3,Morris CS9 <i>AC</i>,,4.5,24,1.3-1.6†,38-7/41,0,0,,•,4,23<sup>t</sup>†<sup>1</sup>,,ST,TATR†<sup>2</sup>,1,,,,2†.. or ..2†<sup>3</sup>,,,,5,,,"46†, N, Q†<sup>2</sup>, T†<sup>3</sup>, X†<sup>1</sup>",1.0,morris,nat=br|mgs=-/2,,,
4,Rolls Royce <i>AC</i>,,4,24,1.2-1.6†,20-5/41,+1,0,,•,3,24<sup>t</sup>†<sup>1</sup>,H,ST,TATR†<sup>2</sup>,1,,,,,2†<sup>3</sup>,,,,5,,"47†, N, Q†<sup>2</sup>, T†<sup>3</sup>, X†<sup>1</sup>",1.0,rolls,nat=br,,,
4,Marm-Herr. II ME <i>AC</i>,,6,26,1.4-1.2†,2-12/41†,0,0,+FSR,,4,26<sup>t</sup>†<sup>1</sup>,H,ST,TATR†<sup>2</sup>,1,,,,2,4†<sup>3</sup>,,,,,,"48†, L†<sup>1</sup>, N, Q†<sup>2</sup>, T†<sup>3</sup>",1.0,marmii,nat=br|ma=[*]$$|qual=a,,,
2,Marm-Herr. IIv <i>AC</i>,,6,28,1.5-1.3†,6/41-5/43,0,0,+FSR,•,4,26<sup>t</sup>†<sup>1</sup>,H,ST,T20L†,2 (4),11,,,,†<sup>2</sup>,,,,,,"49†, L†<sup>1</sup>, N, AA†<sup>2</sup>",1.0,marmiiv,nat=br|mgs=|qual=a,,,
4,Marm-Herr. III MFF <i>AC</i>,,5,35,1.2-1.5†,12/41-42,0,1/0,+SR,,4,26<sup>t</sup>†<sup>1</sup>,,ST,CMG,1,,,,4,,TATR†<sup>2</sup>,,,,,"48†, L†<sup>1</sup>, P, Q†<sup>2</sup>",1.0,marmiiif,nat=br|qual=b,,,
4,Marm-Herr. III ME <i>AC</i>,,5,27,1.4-1.2†,8/41-5/43†,0,1/0,+SR,,4,26<sup>t</sup>†<sup>1</sup>,,ST,TATR†<sup>2</sup>,1,,,,2,4†<sup>3</sup>,,,,,,"48†, L†<sup>1</sup>, N, Q†<sup>2</sup>, T†<sup>3</sup>",1.0,marmiiie,nat=br|ma=[*]$$|qual=c,,,
2,Marm-Herr. IIIv <i>AC</i>,,5,30,1.6-1.3†,9/41-8/43,0,1/0,+SR,•,4,26<sup>t</sup>†<sup>1</sup>,,NT,B47†,2,11,,,,Opt 4†<sup>2</sup>,,,,,,"49†, K†<sup>2</sup>, L†<sup>1</sup>, N, T†<sup>2</sup>",1.0,marmiiiv,nat=br|qual=b,,,
3,Humber II <i>AC</i>,,7,35,1.3-1.4†,11/41-5/43,0,2/1,-F,,3,28†<sup>1</sup>,,ST,T15,1 (6),11,,,4,,,,,6,,"50†, L†<sup>1</sup>, N",1.0,humbii,nat=br|qual=a,,,
4,Humber III <i>AC</i>,,7,38,1.2-1.5†,10/42-45†,0,2/1,-F,,4,28†<sup>1</sup>,,T,T15,2 (6),11,,,4,Opt 2†<sup>2</sup>,,,,6,,"50†, K†<sup>2</sup>, L†<sup>1</sup>, N, P",1.0,humbiii,nat=br|qual=b,,,
4,Humber IV <i>AC</i>,,7,45,1.3-1.2†,7/43-45†,0,2/1,-F,,3,28†<sup>1</sup>,,ST,T37LL,1,,,,4,,,C6<sup>4+</sup>†<sup>2</sup>,,6,,"51†, A, C†<sup>2</sup>, L†<sup>1</sup>, P",1.0,humbiv,nat=br|ma=<*>$$,,,
4,Daimler <i>AC</i>,,7.5,42,1.5-1.2†,7/42-45†,+1,2/1,+SR,,3,33,,ST,"T<span style=""text-decoration:underline"">40</span>L",1,,,,4,Opt 2†<sup>1</sup>,,,,6,,"52†, K†<sup>1</sup>, N, P",1.0,daimac,nat=br,,,
2,AEC I <i>AC</i>,,11,42,1.6-1.5†,11/42-5/43,0,6/3,+FSR,,3,20<sup>t</sup>†<sup>1</sup>,,ST,"T<span style=""text-decoration:underline"">40</span>L",1,,,,4,,,,,sM8,,"53†, N, X†<sup>1</sup>",1.0,aeci,nat=br|qual=a,,,
2,AEC II <i>AC</i>,,13,57,1.5,7/43-5/45,0,6/3,-F,,4,24<sup>t</sup>†,,T,T57L,2,,,,4,,,HE7<sup>3</sup>/8<sup>4+</sup>†<sup>1</sup>; D6<sup>J4</sup>/7<sup>5</sup>†<sup>2</sup>,,sM8,,"53, J†<sup>2</sup>, X†, Y†<sup>1</sup>",1.0,aecii,nat=br|qual=b,,,
2,AEC III <i>AC</i>,,13,62,1.3,6/44-5/45,0,6/3,-F,,4,24<sup>t</sup>†,,T,T75,1,,,,4,,,,8; WP6,sM8,,"53, X†",1.0,aeciii,nat=br|qual=c,,,
