count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
8+<i>2</i>,B1-bis <i>HT</i>,•9†<sup>1</sup>,32,52,1.2-1.5†,38-4/45†,-1,8/6†,-F,,<b>5</b>,<b>11</b>†<sup>2</sup>,,1MT-NT,T47,,,•<sup>75</sup>†,1†<sup>3</sup>,2†<sup>4</sup>,†<sup>4</sup>,B75*†,AP9<sup>75</sup>†,,,,"13†, A†<sup>4</sup>, B†<sup>3</sup>, C, E, F, I†<sup>2</sup>, R†<sup>1</sup>",1.0,b1bis,nat=fr|sa_movt|fixed_bmg|mgs=1/2<*>/[*],,,
5,Valentine V(b) <i>HT</i>,,17,43,1.2,4-5/43,+1,6,+F,,4,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2†,,,sM8,,,"14†, F",1.0,valv,nat=fr|ma=[*]$$,,,
3+<i>2</i>,AM Dodge(a) <i>SC</i>,,6,25,1.3,6/41-6/42†,0,★†,+FSR†,•,6†,25<sup>t</sup>,H,T,T37*†,2,,,,2†,Opt 2†,,AP10,,,,"15†, F",1.0,amd,nat=fr,,,
3,AMD 20 cv TOE <i>AC</i>,•9†<sup>1</sup>,6.5,24,1.3-1.4†,32-5/43†,0,0,,,4,23<sup>t</sup>†<sup>2</sup>,,ST,T37*,,,,,4,,,AP9,,,,"16†, D†<sup>2</sup>, R†<sup>1</sup>",1.0,amd20,nat=fr,,,
4,AMD 50 AM <i>AC</i>,•,6.5,23†,1.2-1.4†,32-3/45†,0,0,,,4,20<sup>t</sup>†<sup>1</sup>,,RST,T37*,,,,,-<sup>R4</sup>,,,AP9,,,,"17†, D†<sup>1</sup>",1.0,amd50,nat=fr|qual=a,,,
3,AMD 80 AM <i>AC</i>,•,7.5,30,1.4,34-5/43†,0,1,+FSR,,4,24<sup>t</sup>†<sup>1</sup>,H,RST,T12.7,1 (8),,,,-<sup>R2</sup>,,,,,,,"17†, D†<sup>1</sup>",1.0,amd80,nat=fr|qual=b,,,
6,AMD 35 <i>AC</i>,•,8.5,26,1.2-1.3†,36-6/40†,0,2/1,+SR,,4,28,,ST,"T<span style=""text-decoration:underline"">25</span>LL",1,,,,4,Opt 2†,,,,,,"18†, E",1.0,amd35,nat=fr,,,
3,Laffly W15T CC <i>TDtr</i>,,5,28,1.4,6/40,+1,★†,,,3,21†<sup>1</sup>,,NT,"R<span style=""text-decoration:underline"">47</span>L†",2,<i>11</i>,,,,2,,,,,,"19†, E, J†<sup>1</sup>",1.0,laffw15,nat=fr|mt=AC,,,
2,Ac de 75 Conus(b) <i>SPAtr</i>,,9,46,1.4,10/42-5/43,0,0/0/★T,,•,5,26<sup>t</sup>,H,ST†,T75†<sup>1</sup>,1,11,,,,2†,,,s8,,,"20†, F, M†<sup>1</sup>",1.0,ac75con,nat=fr|bkg=br|qual=a,,,
2,Ac de 75 mle 97 <i>SPAtr</i>,,8,41,1.4-1.3†,1-5/43,0,★,,,4,20<sup>t</sup>,H,ST†,T75†<sup>1</sup>,1,,,,,,,,s8,,,"20†, M†<sup>1</sup>",1.0,ac7597,nat=fr|qual=b,,,
2,Cam. de Mitr. CA <i>AAtr</i>,,3,25,1.3-1.4†,39-3/45†,+1,★,,,4,23<sup>t</sup>,,,AAMG†,3,11,,,,6†,,,,,,21†,1.0,cammitr,nat=fr|mgs=-/-/6|qual=a,,,
2,Cam. de 13.2 CAJ <i>AAtr</i>,,3,37,1.6-1.3†,6/41-5/43,+1,★,,,4,23<sup>t</sup>,,T,T12.7†,3 (12),,,,,†<sup>1</sup>,,,,,,"21†, AA†<sup>1</sup>",1.0,cam132,nat=fr|mgs=|qual=b,,,
2,Camion de 20 CA <i>AAtr</i>,,7,31,1.6-1.4†,5/40-3/45†,0,★,,,4,21<sup>t</sup>,,T,T20L†,3 (4),,,,,†<sup>1</sup>,,,,,,"21†, AA†<sup>1</sup>",1.0,cam20,nat=fr|mgs=|qual=c,,,
2+<i>1</i>,Ac de 25 CA <i>AAtr</i>,,7,33†,1.6-1.3†,6/40-5/43†,0,★,,,4,21<sup>t</sup>,,T,T25LL†,3 (6),<i>11</i>†,,,,†<sup>1</sup>,,,,,,"21†, F, AA†<sup>1</sup>",1.0,ac25,nat=fr|mb=$$^40|mgs=|qual=d,,rev,
<i>2</i>,Ac de 40 CA(a) <i>AAtr</i>,,8,45,1.3,8/44-5/45,0,★,,,4,27<sup>t</sup>,,T,T40L†,3 (8),,,,,†<sup>1</sup>,,,,,,"22, E, F, M†, AA†<sup>1</sup>",1.0,ac40,nat=fr|bkg=am|mgs=,,,
3+<i>1</i>,Ac de 75 mle 13/34 <i>AAtr</i>,,6,30,1.3-1.6†,14-5/45†,0,★,,,7,12<sup>t</sup>†<sup>1</sup>,H,T†,"T<span style=""text-decoration:overline"">75</span>†",1,,,,,†<sup>2</sup>,,†,,,,"23†, D†<sup>1</sup>, F, AA†<sup>2</sup>",1.0,ac75,nat=fr|mgs=,,,
3,AMC 29 <i>ht</i>,•,7,21,1.4-1.3†,32-5/43†,0,0,+FSR,,3,<b>15</b>,,1MT,T37*,,,,,2,,,AP9,,,,24†,1.0,amc29,nat=fr,,,
4,C-K P17 <i>ht</i>,,2.5,8,1.5,30-3/45†,+1,★,,,<i>4</i>,<b>11</b>,,,,,,,,,,,,,,5PP/T8,25†,1.0,ckp17,nat=fr|qual=a,,,
10,C-K P19 <i>ht</i>,,3,9,1.3,31-6/40†,+1,★,,,<i>5</i>,<b>14</b>,,,,,,,,,,,,,,9PP†<sup>1</sup>,"25†, H†<sup>1</sup>",1.0,ckp19,nat=fr|qual=b,,,
4,SOMUA MCG <i>ht</i>,,6.5,10,1.5,31-5/43†,0,★,,,<i>4</i>,<b>11</b>,,,,,,,,,,,,,,5PP/T2,26†,1.0,somua,nat=fr,,,
4,Unic P107 <i>ht</i>,,5,11,1.4,32-5/43†,0,★,,,<i>5</i>,14,,,,,,,,,,,,,,9PP†<sup>1</sup>/T6,"27†, L†<sup>1</sup>",1.0,unic,nat=fr|pp=[*]$$,,,
6,Renault UE <i>APC</i>,,4,9,1.5-1.2†,32-3/45†,+2,1/0,,,<i>2</i>†<sup>1</sup>,10,L,,BMG,1,11,,Opt 2†,,,,,,,4PP†/T12,"28†, G†<sup>1</sup>, K",1.0,renaue,nat=fr|ma=|mt=LT|pp=$$<*>|mgs=,,,
8,Lorraine 38L <i>APC</i>,,9†,12,1.4-1.5†,5-6/40,+1,1/0,,•,<i>3/2</i>†,11†,L,,,,,,,,,,,,,6+8PP†,"29†, E, H†",1.0,lorr38tr,nat=fr|pp=$$<*>|mp=$$,,,
2,Lorraine 37L 44 <i>APC</i>†,,6,19,1.4,9/44-5/45,+2,1/0,,•†,3,13,L,,BMG,1,,,2,,,,,,,9PP†/T12,"30†, E, K",1.0,lorr37,nat=fr,,,
2,Carrier AC(b) <i>APCv</i>†,,4.5,28,1.2-1.6†,3/42-5/43,+2,0,,•,3,15,L,NT,"B<span style=""text-decoration:underline"">25</span>LL†<sup>1</sup>",2,,,,,,,,,,,"31†, F, M†<sup>1</sup>",1.0,carrac,nat=fr|bkg=br,,,
2,Latil TAR H2 <i>PC</i>,,9.5,14†,1.5-1.6†,35-5/43†,-1,★,,,<i>5</i>,14†<sup>1</sup>,H,,,,,,,,,,,,,13PP/T-4,"32†, J†<sup>1</sup>",1.0,latil,nat=fr|mt=AC,,,
2,Laffly S15T <i>PC</i>,,5.5,11,1.5-1.4†,37-3/45†,+1,★,,,<i>5</i>,21†<sup>1</sup>,,,,,,,,,,,,,,9PP†<sup>2</sup>/T7,"33†, J†<sup>1</sup>, L†<sup>2</sup>",1.0,laffs15,nat=fr|mt=AC|pp=[*]$$,,,
8,Laffly S20TL <i>PC</i>,,5.5,13†,1.3-1.4†,37-6/40†,+1,★,,,<i>5</i>,27†<sup>1</sup>,,,,,,,,,,,,,,14PP/T12,"34†, E, J†<sup>1</sup>",1.0,laffs20,nat=fr|mt=AC,,,
4,Laffly V15T <i>PC</i>,,3,11,1.3,5-6/40,+1,★,,,<i>5</i>,25†<sup>1</sup>,,,,,,,,,,,,,,9PP/T10,"35, E, J†",1.0,laffv15,nat=fr|mt=AC,,,
3,Peugeot 202 <i>tr</i>,,1.5,10,1.1-1.2†,39-3/45,+2,★,,,<i>2</i>†<sup>1</sup>,33<sup>t</sup>,†,,AAMG†,1,11,,,,Opt 2†,,,,,8PP†,"36†, G†<sup>1</sup>",1.0,peugeot,nat=fr|ma=|qual=a,,,
6,Citroën 23 <i>tr</i>,,3.5,12,1.2-1.3†,39-3/45,+1,★,,,<i>5</i>,23<sup>t</sup>,,,,,,,,,,,,,,14PP/T9,36†,1.0,citroen,nat=fr|qual=b,,,
6,Renault AGR2 <i>tr</i>,,8,14,1.3-1.4†,38-3/45,0,★,,,<i>7</i>,20<sup>t</sup>,H,,,,,,,,,,,,,29PP,36†,1.0,renagr,nat=fr|qual=c,,,
6+<i>4</i>,H39 <i>LT</i> (British colored),•,12,26,1.1-1.4†,39-7/41†,+1,4,+FSR,,2,12,,1MT,T37*,,,,,2†<sup>1</sup>,†<sup>1</sup>,,AP10,,,,"7†, A†<sup>1</sup>, C, F",1.0,h39-b,nat=fr|bkg=br|mgs=-/2<*>/[*],,,
3+<i>2</i>,H39(L) <i>LT</i> (American colored),•,12,27,1.2-1.6†,5/40-5/45†,+1,4,+FSR,,2,12,,1MT,T37,,,,,2†<sup>1</sup>,†<sup>1</sup>,,AP10,,,,"8†, A†<sup>1</sup>, C, E, F",1.0,h39l-a,nat=fr|bkg=am|mgs=-/2<*>/[*]|qual=a,,,
2+<i>2</i>,R35(L) <i>LT</i> (American colored),•,10,26,1.6,5/40-5/45†,+1,4,+FSR,,2,8,L,1MT,T37,,,,,2†<sup>1</sup>,†<sup>1</sup>,,AP10,,,,"8†, A†<sup>1</sup>, C, E, F",1.0,r35l-a,nat=fr|bkg=am|mgs=-/2<*>/[*]|qual=c,,,
8+<i>2</i>,S35 <i>MT</i> (American colored),•9†<sup>1</sup>,19.5,33,1.2-1.5†,37-4/45†,0,6/4,+SR,,4,13†<sup>2</sup>,,1MT,T47,,,,,2†<sup>3</sup>,†<sup>3</sup>,,,,,,"12†, A†<sup>3</sup>, C, F, I†<sup>2</sup>, R†<sup>1</sup>",1.0,s35-a,nat=fr|bkg=am|mgs=-/2<*>/[*],,,
8+<i>2</i>,B1-bis <i>HT</i> (American colored),•9†<sup>1</sup>,32,52,1.2-1.5†,38-4/45†,-1,8/6†,-F,,<b>5</b>,<b>11</b>†<sup>2</sup>,,1MT-NT,T47,,,•<sup>75</sup>†,1†<sup>3</sup>,2†<sup>4</sup>,†<sup>4</sup>,B75*†,AP9<sup>75</sup>†,,,,"13v†, A†<sup>4</sup>, B†<sup>3</sup>, C, E, F, I†<sup>2</sup>, R†<sup>1</sup>",1.0,b1bis-a,nat=fr|bkg=am|sa_movt|fixed_bmg|mgs=1/2<*>/[*],,rev,
5,Valentine V(b) <i>HT</i> w/ Opt AAMG,,17,43,1.2,4-5/43,+1,6,+F,,4,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2†,,,sM8,,,"14v†, F",1.0,valv2,nat=fr|ma=$$|mgs=-/4/2,,,
3+<i>2</i>,AM Dodge(a) <i>SC</i> w/ Opt AAMG (British colored),,6,25,1.3,6/41-6/42†,0,★†,+FSR†,•,6†,25<sup>t</sup>,H,T,T37*†,2,,,,2†,Opt 2†,,AP10,,,,"15†, F",1.0,amd-b2,nat=fr|bkg=br|mgs=-/2/2[*]|qual=a,,rev,
3+<i>2</i>,AM Dodge(a) <i>SC</i> (British colored),,6,25,1.3,6/41-6/42†,0,★†,+FSR†,•,6†,25<sup>t</sup>,H,T,T37*†,2,,,,2†,Opt 2†,,AP10,,,,"15†, F",1.0,amd-b,nat=fr|bkg=br|mgs=-/2[*]|qual=b,,rev,
6,AMD 35 <i>AC</i> w/ Opt AAMG,•,8.5,26,1.2-1.3†,36-6/40†,0,2/1,+SR,,4,28,,ST,"T<span style=""text-decoration:underline"">25</span>LL",1,,,,4,Opt 2†,,,,,,"18v†, E",1.0,amd352,nat=fr|mgs=-/4/2[*],,rev,
2+<i>1</i>,Ac de 25 CA <i>AAtr</i> (British colored),,7,33†,1.6-1.3†,6/40-5/43†,0,★,,,4,21<sup>t</sup>,,T,T25LL†,3 (6),<i>11</i>†,,,,†<sup>1</sup>,,,,,,"21†, F, AA†<sup>1</sup>",1.0,ac25-b,nat=fr|bkg=br|mb=|mgs=|qual=d,,rev,
3+<i>1</i>,Ac de 75 mle 13/34 <i>AAtr</i> (American colored),,6,30,1.3-1.6†,14-5/45†,0,★,,,7,12<sup>t</sup>†<sup>1</sup>,H,T†,"T<span style=""text-decoration:overline"">75</span>†",1,,,,,†<sup>2</sup>,,†,,,,"23†, D†<sup>1</sup>, F, AA†<sup>2</sup>",1.0,ac75-a,nat=fr|bkg=am|mgs=,,rev,
6,Renault UE <i>APC</i> w/ Opt BMG,,4,9,1.5-1.2†,32-3/45†,+2,1/0,,,<i>2</i>†<sup>1</sup>,10,L,,BMG,1,11,,Opt 2†,,,,,,,4PP†/T12,"28v†, G†<sup>1</sup>, K",1.0,renaue2,nat=fr|mt=LT|pp=$$<*>|mgs=2/-,,,
8,Lorraine 38L <i>APC</i>,,9†,12,1.4-1.5†,5-6/40,+1,1/0,,•,<i>3/2</i>†,11†,L,,,,,,,,,,,,,6+8PP†,"29v†, E, H†",1.0,lorr38,nat=fr|mp=13|pp=6PP,,,
3,Peugeot 202 <i>tr</i> w/ Opt AAMG,,1.5,10,1.1-1.2†,39-3/45,+2,★,,,<i>2</i>†<sup>1</sup>,33<sup>t</sup>,†,,AAMG†,1,11,,,,Opt 2†,,,,,8PP†,"36v†, G†<sup>1</sup>",1.0,peugeotAA,nat=fr|pp=4PP@above_mgs|mgs=-/-/2|qual=a,,,
5,M3A3 <i>LT</i>,,14.5,41,1.2-1.1†,12/43-5/45,+1,6/3,+SR,,4,17,,ST,T37LL,1,<b>11</b>†<sup>2</sup>,,2,4,Opt 2†,,C9†<sup><sup>1</sup></sup>,,,,"37†, U",1.0,m3a3,nat=fr|bkg=am|ma=$$|mb=|mgs=2/4/2,,,
6,M5A1 <i>LT</i>,,15.5,46,1.3-1.1†,11/42-45†,+1,6/3,+SR,,4,17,,ST,T37LL,1,,,2,4,2,†<sup>1</sup>,C7†<sup>2</sup>,,,,"37†, C†<sup>2</sup>, F†<sup>1</sup>, G, N, Y",1.0,m5a1-a,nat=fr|bkg=am,,,
5,M5(a) <i>ht</i>,,8.5,28,1.6-1.2†,10/42-5/45,+1,0,+F,•,<i>5</i>†<sup>1</sup>,<b>19</b>,,,AAMG†<sup>1</sup>,1,,,,,Opt 4†<sup>1</sup>,,,,,15PP/T6,"47†,U",1.0,m5,nat=fr|bkg=am|mgs=-/-/4|qual=a,,,
4,M9(a) <i>ht</i>,,8.5,27,1.5-1.3†,10/42-5/45,+1,0,+F,•,<i>4</i>†<sup>1</sup>,<b>19</b>,,,AAMG†<sup>1</sup>,1,,,,,Opt 4†<sup>1</sup>,,,,,13PP/T6,"47†,U",1.0,m9,nat=fr|bkg=am|mgs=-/-/6[*]|pp=9PP|qual=b,,,
5,M5A1(a) <i>ht</i>,,8.5,29,1.3,6/44-5/45,+1,0,+F,•,<i>5</i>†,<b>19</b>,,,AAMG†,2,,,,,Opt 4†,,,,,15PP/T6,"47†,U",1.0,m5a1,nat=fr|bkg=am|mgs=-/-/6[*]|qual=c,,,
3,M5(MMG) <i>ht</i>,,8,56,1.3,11/42-5/45,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,12†,,,,,10PP†,"47†,U",1.1,m5mmg,nat=fr|bkg=am|mp=<b>19</b>|pp=$$<*>|mgs=-/-/12[*]@sz-1.0|qual=d,,,
3,M5(HMG) <i>ht</i>,,8,61,1.4,11/42-5/45,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,16†,,,,,10PP†,"47†,U",1.1,m5hmg,nat=fr|bkg=am|mp=<b>19</b>|pp=$$<*>|mgs=-/-/16[*]@sz-1.0|qual=e,,,
0,Generic Armored Car <i>AC</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,FRAC,nat=fr,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,FRMT,nat=fr,,,
0,Generic Truck <i>tr</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g3,1.0,FRtr,nat=fr,,,
