count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
4,T-26 M31 <i>LT</i>,•,8.4,25,1.2,31-41,+1,1,,,3,<b>12</b>,,RST,CMG†,1,,,,4×2,,,,,,,"6.1†, M, P",1.0,ruT-26 M31,nat=ru|ma=<*>$$,,,
3,T-26 M32 <i>LT</i>,•,9.5,28,1.4,32-41,+1,1,+F,,3,<b>12</b>,,RST,T37*†,1,,,,4†,,,,,,,"6.2†, M, P",1.0,ruT-26 M32,nat=ru|ma=<*>$$<*>,,,
3,OT-26 <i>LTv</i>,•,9,41,1.4-1.5†,33-4/42,+1,1,,,<b>3</b>,<b>12</b>,,1MT,<b>TF24</b>,,<b>X10</b>,,,2,,,,,,,"6.3†, M, P",1.0,ruOT-26,nat=ru,,,
2,ST-26 Bridgelayer <i>LTv</i>,,9.5†,25,1.5,34-6/41,-1†,1,,,3,<b>9</b>†,H†,RST,CMG†,,X12†,,,4,,,,,,,"6.4†, M",1.0,ruST26,nat=ru|mp=<b>9</b>|gp=H,,,
3,OT-133 <i>LTv</i>,•,9.5,47,1.5,39-41,0,3/1,+SR,,3,<b>12</b>,,RST,<b>TF24</b>,,<b>X11</b>†,,,4<sup>R2</sup>,,,,,,,"7†, M, P",1.0,OT133,nat=ru,,,
3,BT-2A <i>LT</i>,•,11,30,1.3-1.6†,33-43,0,2/1,-F,,3,<b>22</b>,L,RST,T37L,1,11,,,Opt 4†,,,,,,,"7.1†, M",1.0,bt2a,nat=ru|mgs=-/4[*],,,
6,BT-5 M34 <i>LT</i>,•,11.5,33,1.1-1.5†,33-41,0,2/1,-F,,3,<b>22</b>,L,RST,T45L,1,11,,,4,,,,,,,"8†, M, P",1.0,BT5M34,nat=ru,,,
6,BT-7 M37 <i>LT</i>,•,14,34,1.0-1.5†,39-41,0,2/1,-F/+SR,,3,<b>23</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"9, D, I†, M, P",1.0,BT7M37,nat=ru|mgs=-/4,,,
3,BT-7A <i>LT</i>,,14.5,37,1.4,38-41,0,2/1,-F,,3,<b>21</b>,,RST,T76*,,11,,,2<sup>R2</sup>,2,,AP7,9,,,"10, M, P",1.0,BT7A,nat=ru,,,
6,T-28 M34 <i>MT</i>,•,28,40,1.4,34-41,-1,3/2,+SR,,5,<b>12</b>,,ST,T76*,,,,2×2†,2<sup>R2</sup>,2,,,8,,,"11†, M",1.1,T28M34,nat=ru|mgs=2x2/2<sup>R2</sup>/2@sz-1.5,,,
4,T-28 M34(L) <i>MT</i>,•,28.5,42,1.4,38-41,-1,3/2,+SR,,5,<b>12</b>,,ST,T76,,,,2×2†,2<sup>R2</sup>,2,,,8,,,"11.1†, M",1.1,T28M34L,nat=ru|mgs=2x2/2<sup>R2</sup>/2@sz-1.0,,,
6,T-28E M40 <i>MT</i>,•,32,43,1.4,2/40-41,-1,8/4,-F/+SR,,6,<b>10</b>,,ST,T76*,,,,2×2†,2<sup>R2</sup>,2,,,8,,,"12†, M",1.1,T28EM40,nat=ru|mgs=2x2/2<sup>R2</sup>/2@sz-1.5,,,
4,T-28E M40(L) <i>MT</i>,•,32.5,45,1.4,2/40-41,-1,8/4,-F/+SR,,6,<b>10</b>,,ST,T76,,,,2×2†,2<sup>R2</sup>,2,,,8,,,"12.1†, M",1.1,T28EM40L,nat=ru|mgs=2x2/2<sup>R2</sup>/2@sz-1.0,,,
6,T-34 M40 <i>MT</i>,•,26.5,51,1.2,41,0,11/6,-F,,5,<b>17</b>,L,RST,T76,,,,2,4,,,,,,,"13, M",1.0,T34M40,nat=ru,,,
6,T-34 M41 <i>MT</i>,•†,28.5,55,1.5-.9†,6/41-44,0,11/6,-F,,5,<b>17</b>,L,RST,T76L,,,,2,4,,,A4<sup>2</sup>,,,,"14†, C†, M",1.0,T34M41,nat=ru,,,
3,OT-34 <i>MTv</i>,•†,29.5,62,1.4,42-45,0,11/6,-F,,4,<b>17</b>,,RST,T76L,,<b>X10</b>†,•,,4,,"<b>BF<span style=""text-decoration:underline"">32</span></b>",A2<sup>2</sup>; AP7,,,,"15†, C†, M",1.0,OT34,nat=ru|qual=a,,,
6,T-34 M43 <i>MT</i>,,31,59,1.4-.9†,10/42-45,0,11/6,,,5,16,,RST,T76L,1,,,2,4,,,A4<sup>2</sup>,,,,16†,1.0,T34M43,nat=ru,,,
6,T-43 <i>MT</i>,•†,32,58,1.3,42-44,0,14/6,-F/+SR,,5,<b>15</b>,,RST,T76L,,,,2,4,,,A4<sup>2</sup>,,,,"17, C†, M",1.0,T43,nat=ru,,,
6,T-34/85 <i>MT</i>,,32,76,1.5-1.1†,4/44-45,0,11/6,+SR,,6,16,,T,T85L,1,,,2,4,,,A5<sup>4</sup>,,6†,,"18†, J†",1.0,T3485,nat=ru,,,
6,M4/76(a) <i>MT</i>,,33.5,74,1.5-1.4†,9/44-45,-1,11/4,-F/+SR,,6,14,,T,T76L,1,,,2,4,4,,A3<sup>4</sup>,8,sM8,,"19†, N",1.0,M476,nat=ru,,,
3,T-44 <i>MT</i>,,32,75,1.6,4-5/45,+1,18/8,-F,,5,<b>16</b>,,T,T85L,,,,1†,4,,,A6<sup>5</sup>,,,,"20, B†, M",1.0,T44,nat=ru|fixed_bmg,,,
3,T-35 <i>HT</i>,•,46,48,1.6,34-41,-2,3/2,-F,,8,<b>10</b>,L,ST,"T<span style=""text-decoration:overline"">76</span>*",,,,2×2†,2,2,45L×2†,,9,,,"21†, M",1.0,T35,nat=ru|sa=2x45L|mgs=2x2/2/2,,,
1,SMK <i>HT</i>,,55,56,1.6,12/39,-2,8/6,,,7,<b>13</b>,L,RST,T76†,,,,2,4×2<sup>R2</sup>†,2,T45L†,,,,,"21.1, M, T†",1.1,ruSMK,nat=ru|ma=<*>$$|sa=$$[*]|mgs=2/4x2<sup>R2</sup>[*]/2@sz-2.0,,,
1,T-100 <i>HT</i>,,58,56,1.6,12/39-3/40,-2,6,+F,,7,<b>13</b>,L,RST,T76†,,,,2,4×2†,,T45L†,,,,,"21.2, M, T†",1.0,ruT100,nat=ru|ma=<*>$$|sa=$$[*],,,
6,KV-1 M39/40 <i>HT</i>,,43,51,1.3†,41†,-1,8,+F,,6,<b>12</b>,L,RST,T76,,,,2,4<sup>R2</sup>,,,,,,,"22†, M",1.0,KV1M39,nat=ru,,,
6,KV-1E <i>HT</i>,,45,52,1.3,6/41-42,-1,11/8,+SR,,6,<b>11</b>,,RST,T76,,,,2,4<sup>R2</sup>,Opt 2,,,,,,"23, D, M",1.0,KV1E,nat=ru|qual=a,,,
6,KV-1 M41 <i>HT</i>,,45,55,1.2,7/41-43,-1,11/8,+SR,,6,<b>11</b>,,RST,T76L,,,,2,4<sup>R2</sup>,Opt 2,,A4<sup>2</sup>,,,,"23, D, M",1.0,KV1M41,nat=ru|qual=b,,,
6,KV-1 M42 <i>HT</i>,,47,56,1.4,6/42-43,-1,11,+F,,6,<b>10</b>,,RST,T76L,,,,2,4<sup>R2</sup>,Opt 2,,A4<sup>2</sup>,,,,"23, D, M",1.0,KV1M42,nat=ru|qual=c,,,
6,KV-2 <i>HT</i>,,52,60,1.3,41†,-2,8,+F,,7,<b>9</b>,,NT†,T152*,,,•,2,4<sup>R2</sup>,,,AP9,,,,"24†, M",1.0,KV2,nat=ru|ma=[*]$$,,,
3,KV-8 <i>HTv</i>,,45,79,1.5,42-43,-1,11/8,+SR,,6,<b>11</b>,,ST,T45L,,<b>X10</b>†,,2,<sup>R2</sup>,Opt 2,"<b>TF<span style=""text-decoration:underline"">32</span></b>",A4<sup>2</sup>; AP7,,,,"15†, D, M",1.0,KV8,nat=ru|mgs=2/-<sup>R2</sup>|qual=b,,,
6,KV-1S <i>HT</i>,,42.5,61,1.2-1.6†,11/42-45,0,8/6,+SR,,6,14,L,T,T76L,1,,,2,4<sup>R2</sup>,,,A4<sup>2</sup>,,,,25†,1.0,KV1S,nat=ru,,,
5,KV-85 <i>HT</i>,,46,72,1.5,10/43-3/44,-1,8/6,+FSR,,5,12,,T,T85L,1,,,1†,4<sup>R2</sup>,,,A4<sup>3</sup>/5<sup>4</sup>,,,,"26, B†",1.0,KV85,nat=ru|fixed_bmg,,,
6,IS-2 <i>HT</i>,,45,83,1.3,3/44-45,0,14/11,+F,,6,13,,ST,T122L,,<i>11</i>,•,1†,4<sup>R2</sup>,,,,,,,"27, B†",1.0,IS2,nat=ru|fixed_bmg,,,
6,IS-2m <i>HT</i>,,46,87,1.2,7/44-45,0,26/11,-F,,6,13,,ST,T122L,,<i>11</i>,•,1†,4<sup>R2</sup>,Opt 4†,,,,,,"28, B†, G†",1.0,IS2m,nat=ru|fixed_bmg,,,
3,IS-3 <i>HT</i>,,46,90,1.6,4-5/45,0,26/11,+SR,,6,13,,ST,T122L,,<i>11</i>,•,,4,Opt 4†,,,,6†,,"29, G†, J†",1.0,IS3,nat=ru,,,
6,SU-76M <i>AG</i>,,10.5,46,1.5-1.0†,2/43-45,+1,4/1,-F,•,<b>4</b>,16,L,NT,T76L,2,,,,,,,A5<sup>3</sup>,,,,30†,1.0,SU76M,nat=ru,,,
4,SU-76i(g) <i>AG</i>,,22.5,47,1.5,9/43-44,+1,6/3,+FSR,,5,13,,NT,B76L,1,,,,,,,A5<sup>3</sup>,,,,"31, K",1.0,SU76i,nat=ru,,,
6,SU-122 <i>AG</i>,,31,59,1.3,2/43-45,0,11/6,-F,,5,16,L,NT,"B<span style=""text-decoration:overline"">122</span>",,,•,,,,,H9,8,,,32,1.0,SU122,nat=ru,,,
6,SU-152 <i>AG</i>,,45.5,61,1.6-1.4†,7/43-45,-1,8/6,+FSR,,6,13,,NT,B152,,<i>10</i>,•,,,,,,,,,33†,1.0,SU152,nat=ru,,,
6,ISU-122 <i>AG</i>,,45.5,68,1.2,3/44-45,-1,14/11,-F,,6,13,,NT,B122L,,<i>11</i>,•,,,Opt 4†,,,8,,,"34, G†",1.0,ISU122,nat=ru|qual=a,,,
6,ISU-152 <i>AG</i>,,46,63,1.2,3/44-45,-1,14/11,-F,,6,13,,NT,B152,,<i>10</i>,•,,,Opt 4†,,,,,,"34, G†",1.0,ISU152,nat=ru|qual=b,,,
6,SU-85 <i>TD</i>,,29,54,1.3,9/43-45,0,11/6,,,5,16,,NT,B85L,1,,,,,,,A5<sup>3</sup>; HE7,7,,,35,1.0,SU85,nat=ru,,,
6,SU-100 <i>TD</i>,,31.5,59,1.4,11/44-45,0,11/6,,,5,15,,NT,B100L,,<i>11</i>,,,,,,HE7,,,,36,1.0,SU100,nat=ru,,,
4,SU-57(a) <i>TDht</i>,,9,39,1.4,7/43-45,+1,0,+F,•,4,<b>19</b>,,NT,B57LL,3,,,,,,,A5<sup>3</sup>; HE7,,,,"37, K",1.0,SU57,nat=ru,,,
5,BA-20 <i>AC</i>,•,3,20,1.3,36-41,+1,0,,,3,21<sup>t</sup>,H,1MT,CMG,1,,,,4,,,,,,,38,1.0,ba20,nat=ru,,,
5,BA-6 <i>AC</i>,•,5,31,1.2,35-43,0,1/0,+FSR,,4,19<sup>t</sup>,,RST,T45L,1,11,,2,4,,,A4<sup>2</sup>,,,,39,1.0,ba6,nat=ru,,,
4,BA-64B <i>AC</i>,,2.5,25,1.2,43-45,+1,1/0,+SR,•,2,30<sup>t</sup>,,1MT†,CMG,1,,,,4,†,,,,,,"40†, A†",1.0,BA64B,nat=ru,,,
3,ZSU-37 <i>SPAA</i>,,10.5,36,1.5,44-45,+1,4/1,-F,•,4,16,L,NT†,37L,2 (8),,,,,†,,,,,,"41†, A†",1.0,ZSU37,nat=ru|ma=[*]$$|mgs=,,,
4,SU-12 <i>SPAtr</i>,,6,31,1.3,33-42,0,★,,,4,23<sup>t</sup>,,T†,T76*,1,,,,,,,AP7,8,,,"42, F†",1.0,SU12,nat=ru|ma=[*]$$,,,
3,GAZ-4M-AA <i>AAtr</i>,,3,40,1.2,31-42,0,★,,,4,25<sup>t</sup>,,,AAMG,2,,,,,16†,,,,,,"43†, A†",1.0,GAZ4MM,nat=ru,,,
2,ZIS-42-AA <i>AAtr</i>,,5,34,1.5,41,0,★,,,4,21<sup>t</sup>,H,T†,T25LL,3 (6),11,,,,†,,,,,,"44, A†, F†",1.0,ZIS42,nat=ru|ma=[*]$$|mgs=,,,
2,LANO AT <i>TDtr</i>,•,5,30,1.5,41-1/43,-1,1/1/★,,•,5,16<sup>t</sup>,H,NT,B45L,2,11,,2,,,,A4<sup>2+</sup>,,,,44.1,1.0,ruLANO AT,nat=ru,,,
2,LANO AA <i>AAtr</i>,•,5,28,1.5,41-1/43,-1,1/1/★†,,•,5,16<sup>t</sup>,H,T,T20LL,2 (4),,,2,,†<sup>1</sup>,,,,,,"44.2†, A†<sup>1</sup>",1.1,ruLANO AA,nat=ru|ma=[*]$$|ife=$$@in_gs|mgs=2/-,,,
3,IAG-10-AA <i>AAtr</i>,,11,48,1.4,40-42,-1,★,,,4,15<sup>t</sup>,H,T†,T76LL,1,,,,,†,,AP7,,,,"45, A†, F†",1.0,IAG10,nat=ru|mgs=|ma=[*]$$,,,
4,GAZ-67B <i>tr</i>,,1.5,13,1.3,43-45,+2,★,,,2,33<sup>t</sup>,L†,,,,,,,,,,,,,9PP/T10,"46, L†",1.0,GAZ67B,nat=ru,,,
6,Komsomolet <i>APC</i>,,4.1,13,1.3-1.5†,39-45,+1,0,,†,2†,12,L,,BMG†,1,11,,Opt 2†,,,,,,,9PP/T8†,46.1†,1.0,kom,nat=ru|ma=|mgs=|tow=T8,,,
3,STZ-3 <i>PC</i>,,3,12,1.1,37-45,+1,★,,,<i>4</i>,16,L,,,,,,,,,,,,,9PP/T8,46.2,1.0,ruSTZ-3,nat=ru,,,
3,STZ-5 <i>PC</i>,,5.8,13,1.0,37-45,0,★,,,<i>7</i>,18,L,,,,,,,,,,,,,9PP/T6,46.3,1.0,ruSTZ-5,nat=ru,,,
6,GAZ-MM <i>tr</i>,,3,15,1.3,38-45,+1,★,,,<i>6</i>,25<sup>t</sup>,,,,,,,,,,,,,,21PP/T8,47,1.0,GAZMM,nat=ru|qual=a,,,
6,ZIS-5 <i>tr</i>,,6,17,1.4,33-45,0,★,,,<i>7</i>,21<sup>t</sup>,H,,,,,,,,,,,,,29PP/T4,47,1.0,ZIS5,nat=ru|qual=b,,,
6,IAG-6 <i>tr</i>,,10,19,1.5,36-45,-1,★,,,<i>7</i>,15<sup>t</sup>,H,,,,,,,,,,,,,33PP/T-4,47,1.0,IAG6,nat=ru|qual=c,,,
3,NKL-6 <i>AS</i>,,1.2,13,1.5,12/39-3/40,+1,★,,,2†,34<sup>s</sup>†<sup>1</sup>,,,AAMG†,1,,,,,Opt 4†,,,,,9PP/T11,"47.1†, S†<sup>1</sup>",1.0,ruNKL-6,nat=ru|ma=|mgs=|qual=a,,,
6,NKL-16 <i>AS</i>,,1.3,14,1.5-1.3†,12/41-6/44,+1,★,,,<i>2</i>,28<sup>s</sup>†<sup>1</sup>,,,,,,,,,,,,,,9PP/T11,"47.1†, S†<sup>1</sup>",1.0,ruNKL-16,nat=ru|qual=b,,,
6,NKL-26 <i>AS</i>,,1.3,24,1.5-1.4†,42-6/44,+1,0/★,,•,2,30<sup>s</sup>†<sup>1</sup>,,,AAMG†,1,,,,,4,,,,,,"47.2†, Q, S†<sup>1</sup>",1.0,ruNKL-26,nat=ru,,,
3,RF-8-GAZ-98 <i>AS</i>,,1,22,1.4-1.5†,2/42-6/44,+2,★,,,3,21<sup>s</sup>†<sup>1</sup>,,,AAMG†,1,,,,,4,,,,,,"47.3†, S†<sup>1</sup>",1.0,ruRF8GAZ98,nat=ru,,,
4,Stuart III(a) <i>LT</i>,,13,43,1.5,42-43,+1,4/3,+SR,,4,18,,ST,T37LL,1,,,2,4,2,,C6,,,,"48, N, O, LL",1.0,ruM3A1,nat=ru,,,
6,Lee(a) <i>MT</i>,,28,64,1.5-1.6†,5/42-44,-1,8/4,+SR,,7,13,,T-NT,T37LL,1†,11†,,2†<sup>1</sup>,4,2†,B75,C4†,8†,,,"49†, B†<sup>1</sup>, N, O, LL",1.1,Lee(a)RU,nat=ru|ma=$$[*]@sz-1.0|mb=$$<*>|rof=$$<*>|fixed_bmg|mgs=2/4/2<*>@sz-1.0,,,
4,Sherman III(a) <i>MT</i>,,31,68,1.5-1.4†,43-45,-1,8/4,+SR,,<b>5</b>,14,,T,T75,1†<sup>1</sup>,,,2,4,4,,,8; WP6<sup>J4+</sup>†,,,"50†, N, O, R†<sup>1</sup>, LL",1.0,ruShermanIII,nat=ru|ma=[*]$$|multi_hits,,,
4,Sherman III(L)(a) <i>MT</i>,,32,72,1.4,7/44-45,-1,11/4,-F/+SR,,<b>6</b>,14,,T,T75,1†,,,2,4,4,,,5; WP7,sM8,,"50.1, N, O, R†, LL",1.0,ruShermanIIIL,nat=ru|multi_hits,,,
4,Matilda II(b) <i>HT</i>,,27,51,1.5,12/41-43,0,11/8,-F,,5,<b>9</b>††<sup>1</sup>,H,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,,,,,6,,"51†, M†<sup>1</sup>, N, LL",1.0,ruMatilda,nat=ru|mp=[b*]$$,,,
4,Valentine V(b) <i>HT</i>,,17,45,1.4,43,+1,6,+F,,4,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2,,,,sM8,,"52.1, N, LL",1.0,ru VALV,nat=ru|mgs=-/4/2,,,
6,Valentine VIII(b) <i>HT</i>,,17.5,49,1.4,43-44,+1,6/4,+FSR,,4,10,,ST,T57L,1,,,,,,,HE7,,6,,"52.2, N, LL",1.0,ruValentineVIII,nat=ru,,,
6,Churchill III(b) <i>HT</i>,,40,66,1.6,43-44,-1,11/8,-F,,7,9†,,T,"T<span style=""text-decoration:underline"">57</span>L†",2,11,,2,4,,,D6<sup>J4</sup>/7<sup>5</sup>†; HE7<sup>F3</sup>/8<sup>4+</sup>†,,6<sup>4+</sup>; sM8†,,"53†, N, LL",1.0,ruChurchillIII,nat=ru|ma=[_*]$$|mp=<*>$$,,,
4,M3A1 Scout Car(a) <i>APC</i>,,5.5,24,1.4,43-45,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,Opt 6†,,,,,13PP†/T8,"54†, N, LL",1.0,ruM3A1 SC,nat=ru|mgs=-/-/6[*]|pp=9PP<*>,,,
6,Jeep GPA(a) <i>atr</i>,,2,14,1.3,43-45,+2†,★,,,<i>2</i>,32<sup>2t</sup>,L†<sup>1</sup>,,,,,,,,,,,,,9PP,"59, H†, L†<sup>1</sup>",1.0,ruJeep GPA,nat=ru,,,
6,DUKW(a) <i>atr</i>,,9,24,1.5,3/43-45,-1,★,,,<i>7</i>,27<sup>3t</sup>,,,,,,,,,,,,,,29PP†,60†,1.0,ruDUKW,nat=ru|pp=[*]$$,,,
0,T-26 M33 <i>LT</i> w/ CMG,•,9.5,28,.9-1.4†,33-41,0,1,+F,,3,<b>12</b>,,RST,T45L,1,11,,,Opt 4<sup>Opt R2</sup>,Opt 2,,,,,,"6va1, D, I†, M, P",1.0,T26M332,nat=ru|mgs=-/4,,,
0,T-26 M33 <i>LT</i> w/ CMG and RMG,•,9.5,28,.9-1.4†,33-41,0,1,+F,,3,<b>12</b>,,RST,T45L,1,11,,,Opt 4<sup>Opt R2</sup>,Opt 2,,,,,,"6va2, D, I†, M, P",1.0,T26M333,nat=ru|mgs=-/4<sup>R2</sup>,,,
0,T-26 M33 <i>LT</i> w/ CMG and AAMG,•,9.5,28,.9-1.4†,33-41,0,1,+F,,3,<b>12</b>,,RST,T45L,1,11,,,Opt 4<sup>Opt R2</sup>,Opt 2,,,,,,"6va3, D, I†, M, P",1.0,T26M334,nat=ru|mgs=-/4/2,,,
0,"T-26 M33 <i>LT</i> w/ CMG, RMG and AAMG",•,9.5,28,.9-1.4†,33-41,0,1,+F,,3,<b>12</b>,,RST,T45L,1,11,,,Opt 4<sup>Opt R2</sup>,Opt 2,,,,,,"6va4, D, I†, M, P",1.0,T26M335,nat=ru|mgs=-/4<sup>R2</sup>/2,,,
0,T-26 M37/39 <i>LT</i> w/ Opt CMG and RMG,•,10.5,30,1.2,39-42,0,3/1,+SR,,3,<b>11</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"6vb1, D, M, P",1.0,T26M372,nat=ru|mgs=-/4<sup>R2</sup>,,,
0,T-26 M37/39 <i>LT</i> w/ Opt AAMG,•,10.5,30,1.2,39-42,0,3/1,+SR,,3,<b>11</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"6vb2, D, M, P",1.0,T26M373,nat=ru|mgs=-/4/2,,,
0,"T-26 M37/39 <i>LT</i> w/ Opt CMG, RMG and AAMG",•,10.5,30,1.2,39-42,0,3/1,+SR,,3,<b>11</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"6vb3, D, M, P",1.0,T26M374,nat=ru|mgs=-/4<sup>R2</sup>/2,,,
0,ST-26 Bridgelayer <i>LTv</i> w/out Bridge,,9.5†,25,1.5,34-6/41,-1†,1,,,3,<b>9</b>†,H†,RST,CMG†,,X12†,,,4,,,,,,,"6.4v†, M",1.0,ruST26B,nat=ru|ma=$$|mb=|mp=<b>12</b>|gp=N,,,
0,BT-2A <i>LT</i>,•,11,30,1.3-1.6†,33-43,0,2/1,-F,,3,<b>22</b>,L,RST,T37L,1,11,,,Opt 4†,,,,,,,"7.1v†, M",1.0,ruBT-2a,nat=ru|mgs=-/4[*],,,
0,BT-7 M37 <i>LT</i> w/ Opt RMG,•,14,34,1.0-1.5†,39-41,0,2/1,-F/+SR,,3,<b>23</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"9va, D, I†, M, P",1.0,BT7M372,nat=ru|mgs=-/4<sup>R2</sup>,,,
0,BT-7 M37 <i>LT</i> w/ Opt AAMG,•,14,34,1.0-1.5†,39-41,0,2/1,-F/+SR,,3,<b>23</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"9vb, D, I†, M, P",1.0,BT7M373,nat=ru|mgs=-/4/2,,,
0,BT-7 M37 <i>LT</i> w/ Opt RMG and AAMG,•,14,34,1.0-1.5†,39-41,0,2/1,-F/+SR,,3,<b>23</b>,,RST,T45L,1,11,,,4<sup>Opt R2</sup>,Opt 2,,,,,,"9vc, D, I†, M, P",1.0,BT7M374,nat=ru|mgs=-/4<sup>R2</sup>/2,,,
0,KV-8 <i>HTv</i> w/ Opt AAMG,•†,29.5,62,1.4,42-45,-1,11/8,+SR,,4,<b>11</b>,,RST,T45L,,<b>X10</b>†,•,,4,,"<b>TF<span style=""text-decoration:underline"">32</span></b>",A2<sup>2</sup>; AP7,,,,"15v†, D, M",1.0,KV82,nat=ru|mgs=2/-<sup>R2</sup>/2,,,
00,KV-1E w/ <i>HT</i> Opt  AAMG,,45,52,1.3,6/41-42,-1,11/8,+SR,,6,<b>11</b>,,RST,T76,,,,2,4<sup>R2</sup>,Opt 2,,,,,,"23va, D, M",1.0,KV1E2,nat=ru|mgs=2/4<sup>R2</sup>/2,,,
0,KV-1 M41  <i>HT</i> w/ Opt AAMG,,45,55,1.2,7/41-43,-1,11/8,+SR,,6,<b>11</b>,,RST,T76L,,,,2,4<sup>R2</sup>,Opt 2,,A4<sup>2</sup>,,,,"23vb, D, M",1.0,KV1M412,nat=ru|mgs=2/4<sup>R2</sup>/2,,,
0,KV-1 M42 <i>HT</i> w/ Opt AAMG,,47,56,1.4,6/42-43,-1,11,+F,,6,<b>10</b>,,RST,T76L,,,,2,4<sup>R2</sup>,Opt 2,,A4<sup>2</sup>,,,,"23vc, D, M",1.0,KV1M422,nat=ru|mgs=2/4<sup>R2</sup>/2,,,
0,IS-2m <i>HT</i> w/ Opt AAMG,,46,87,1.2,7/44-45,0,26/11,-F,,6,13,,ST,T122L,,<i>11</i>,•,1†,4<sup>R2</sup>,Opt 4†,,,,,,"28v, B†, G†",1.1,IS2m2,nat=ru|fixed_bmg|mgs=1/4<sup>R2</sup>/4@sz-1.0,,,
0,IS-3 <i>HT</i> w/ Opt AAMG,,46,90,1.6,4-5/45,0,26/11,+SR,,6,13,,ST,T122L,,<i>11</i>,•,,4,Opt 4†,,,,6†,,"29v, G†, J†",1.0,IS32,nat=ru|mgs=-/4/4,,,
0,ISU-122 <i>AG</i> w/ Opt AAMG,,45.5,68,1.2,3/44-45,-1,14/11,-F,,6,13,,NT,B122L,,<i>11</i>,•,,,Opt 4†,,,8,,,"34va, G†",1.0,ISU1222,nat=ru|mgs=-/-/4,,,
