count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
4,FT-17C(f) <i>Tt</i>,•,7,16,1.2-1.6†,9/39-5/41,+1,1/0,+FSR,,2,<b>5</b>†,L,1MT,T37*,,,•,,,,,AP9,,,,"32†, A, F",1.0,FT17C,nat=al|qual=b,,,
3,R-35(f) <i>LT</i>,•,10,25,1.4-1.6†,9/39-4/41,+1,4,+FSR,,2,8,L,1MT,T37*,,,,,2†<sup>1</sup>,†<sup>1</sup>,,AP10,,,,"33†, A, E†<sup>1</sup>, F",1.0,R35,nat=al|mgs=-/2<*>/[*],,,
2+<i>3</i>,M3A1(a) <i>SC</i>,,5.5,31,1.4-1.5†,42-45,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,6†,,,,,9PP†/T8,"34†, A, V",1.0,M3A1sc,nat=al|pp=$$<*>,,,
3,C-K P17(f) <i>ht</i>,,2.5,8,1.5,33-5/40,+1,★,,,<i>4</i>,<b>11</b>,,,,,,,,,,,,,,5PP/T8,"35, A",1.0,CKP17,nat=al|qual=a,,,
3,C-K P19(f) <i>ht</i>,,3,9,1.5,33-5/40,+1,★,,,<i>5</i>,<b>14</b>,,,,,,,,,,,,,,9PP†,"35†, A",1.0,CKP19,nat=al|qual=b,,,
4,VCL Utility B(b) <i>APC</i>,,2,13,1.1-1.3†,35-3/42,+2,0,,•†<sup>1</sup>,<i>2</i>,<b>12</b>,L,,,,,,,,,,,,,9PP/T10,"36†, A, H†<sup>1</sup>, V",1.0,VCL,nat=al,,,
6,Light Truck <i>tr</i>,,1,12,1.0,39-41,+1,★,,,<i>4</i>,30<sup>t</sup>,L,,,,,,,,,,,,,9PP/T10,37,1.0,allttruck,nat=al|qual=a,,,
6,Medium Truck <i>tr</i>,,1.7,16,1.0,39-41,0,★,,,<i>5</i>,26<sup>t</sup>,,,,,,,,,,,,,,21PP/T5,37,1.0,almdtruck,nat=al|qual=b,,,
6,Heavy Truck <i>tr</i>,,2.5,19,1.2,39-41,-1,★,,,<i>7</i>,22<sup>t</sup>,,,,,,,,,,,,,,29PP/T0,37,1.0,alhvytruck,nat=al|qual=c,,,
0,Jeep(a) <i>tr</i> w/ Opt AAMG,,1.5,15,1.2,2-3/42,+2,★,,,<i>2</i>†,37<sup>t</sup>,L†,,AAMG†,1,,,,,Opt 2†,,,,,9PP/T10,"30†, A, V",1.0,aljeep2,nat=al|qual=b,,,
3+<i>3</i>,L5/30(i) <i>Tt</i> (Yugoslavian),•,6,22,1.6,11/40-45,+1,1,,,2,<b>8</b>,L,1MT,T37,,11,,,,,,,,,,"31, A",1.0,L530y,nat=al|bkg=ru|qual=a,,rev,
3+<i>3</i>,L3/35(i) <i>Tt</i> (Yugoslavian),•,3.5,20,1.4-1.6†,11/40-45,+2,1/0,,,2,<b>13</b>,L,,BMG†,1,11,,4,,,,,,,,"31†, A, D",1.0,L335y,nat=al|bkg=ru|qual=b,,rev,
3+<i>3</i>,L6/40(i) <i>LT</i> (Yugoslavian),,7,28,1.4-1.6†,4/41-45,+1,3/1,+F,,2,<b>14</b>,L,1MT,T20L,1 (4),11,,,2,,,,,,,"31†, A",1.0,L640y,nat=al|bkg=ru|qual=c,,rev,
3+<i>3</i>,M13/40(i) <i>MT</i> (Yugoslavian),,14,33,1.6,12/40-45,0,3,,,4,<b>11</b>,,RST,T47,1,11,,4†,4,,,,,,,"31†, A",1.0,M1340y,nat=al|bkg=ru|mgs=4<*>/4|qual=d,,rev,
2+<i>3</i>,M3A1(a) <i>SC</i> (Yugoslavian),,5.5,31,1.4-1.5†,42-45,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,6†,,,,,9PP†/T8,"34†, A, V",1.0,M3A1scy,nat=al|bkg=ru|pp=$$<*>,,rev,
0,Generic Armored Car <i>AC</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,ALAC,nat=al,,,
0,Generic Armored Car <i>AC</i> (Yugoslavian),,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,ALACy,nat=al|bkg=ru,,rev,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g3,1.0,ALMT,nat=al,,,
0,Generic Medium Tank <i>MT</i> (Yugoslavian),,,,,,,,,,,,,,,,,,,,,,,,,,g4,1.0,ALMTy,nat=al|bkg=ru,,rev,
0,Generic Truck <i>tr</i>,,,,,,,★,,,,,,,,,,,,,,,,,,,g5,1.0,ALtr,nat=al,,,
0,Generic Truck <i>tr</i> (Yugoslavian),,,,,,,★,,,,,,,,,,,,,,,,,,,g6,1.0,ALtry,nat=al|bkg=ru,,rev,
