count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
6/-/-/-,M46 <i>MT</i>,,44,96,1.4-1.2†,8/50-53†,0,18/8,-F,,6,14,,T,T90L,1,,,2,4,4,†<sup>1</sup>,A†<sup>2</sup>,WP6<sup>M51+</sup>†<sup>3</sup>,,,"9†, A†<sup>2</sup>, J†<sup>3</sup>, M, FF†<sup>1</sup>",1.0,usM46(KFW),nat=us,,,
-/3/-/-,M36B2 GMC(a) <i>TD</i>,,28.5,84,1.5,52-5,0,8/3,,•,7,15,,T,T90L,2,,,,,4,,A†,,sP5,,"10, A†, K, UU",1.0,skM36B2GMC(a)KFW,nat=sk,,,
2/-/-/-,M38A1C Jeep <i>TDtr</i>,,1.5,36,1.5,53,+2,★,,,2,32<sup>t</sup>,L,T,"T<span style=""text-decoration:overline"">105</span>†",,<i>9</i>,,,,,,H†,,,,11†,1.0,usM38A1C(KFW),nat=us,,,
Y/2/-/-,M3 <i>ht</i>,,8,34,1.5-1.6†,6/50-53†,+1,0,+F,•,5,<b>20</b>,,,AAMG,1,,,,,4†,,,,,15PP/T6,"12†, K, Y",1.0,usM3(KFW)|skM3(a)KFW@sk,nat=us|ma=[*]$$|mgs=-/-/4,,,
Y/2/-/-,M3(MMG) <i>ht</i>,,8,56,1.5-1.6†,6/50-53†,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,12†,,,,,10PP†,"13†, E†, H, K, Y",1.0,usM3(MMG)KFW|skM3(MMG)(a)KFW@sk,nat=us|far=$$<*>|qual=a,,,
Y/2/-/-,M3(HMG) <i>ht</i>,,8,61,1.5-1.6†,6/50-53†,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,16†,,,,,10PP†,"13†, E†, H, K, Y",1.0,usM3(HMG)KFW|skM3(HMG)(a)KFW@sk,nat=us|far=$$<*>|qual=b,,,
4/-/-/-,M19A1 MGMC <i>SPAA</i>,,18†,65,1.5-1.4†,7/50-53,0,3/1,-SR,•,4,14†,,T,T40L,3 (12),†,,,,†<sup>1</sup>,,,,,,"14†, AA†<sup>1</sup>",1.0,usM19A1MGMC(trailer)KFW,nat=us|mb=|mp=$$,,,
Y/-/2/-,M15A1 MGMC <i>AAht</i>,,9.5,60,1.5-1.6†,7/50-53†,0,0/0/★T,+F,•,4,<b>18</b>,,T,T37L†<sup>1</sup>,3 (8),,,,12†<sup>1</sup>,†<sup>2</sup>,,,,,,"15†, O, V†<sup>1</sup>, Y, AA†<sup>2</sup>, DD†<sup>1</sup>",1.0,usM1651(KFW)|unM15A1(KFW)@un,nat=us|sar=<*>$$|mgs=-/12[*],,,
2/-/-/-,M15 Special <i>AAht</i>,,9.5,57,1.6,7/50-52,+1,0,+F,•,4,<b>19</b>,,T,T40L†<sup>1</sup>,3 (8),<i>11</i>,,,,†<sup>2</sup>,,,,,,"16†, AA†<sup>2</sup>, DD†<sup>1</sup>",1.0,usM15Special(KFW),nat=us|mgs=,,,
Y/-/-/-,M16 MGMC <i>AAht</i>,,9,66,1.5-1.4†,7/50-52,+1,0,+F,•,4,<b>19</b>,,T,T12.7†<sup>1</sup>,3 (24),,,,,†<sup>2</sup>,,,,,,"17†, F†<sup>1</sup>, V†<sup>1</sup>, Y, AA†<sup>2</sup>, DD†<sup>1</sup>",,,ignore,,,
3/-/-/-,M16A1 MGMC <i>AAht</i>,,9,66,1.4,12/51-53,0,0,+F,•,5,<b>19</b>,,T,T12.7†<sup>1</sup>,3 (24),,,,,†<sup>2</sup>,,,,,,"18†, F†<sup>1</sup>, V†<sup>1</sup>, AA†<sup>2</sup>, DD†<sup>1</sup>",,,ignore,,,
4/-/-/-,M39 AUV <i>APC</i>,,16.5,40,1.5-1.4†,7/50-53†,+1,2/1,,•,6,25,,,AAMG,2,,,,,4†<sup>1</sup>,,,,,9PP/T6,"19†, G†<sup>1</sup>, M",1.0,usM39AUV(KFW),nat=us|ma=[*]$$|mgs=-/-/4|qual=a,,,
2/-/-/-,M39 MC <i>SPA</i>,,16.5,55,1.6,11/50-53,+1,2/1,,•,<b>5</b>,25,,NT,"B<span style=""text-decoration:overline"">81</span>*†",3,<i>11</i>,,,,,,,WP8,,,19†,1.0,usM39MC(KFW),nat=us|ma=$$|range=[3-75]|qual=b,,,
Y/-/-/-,M7 HMC <i>SPA</i>,,23,50,1.5-1.4†,9/50-53,0,3/1,-F,•,7,14,L,NT,"B<span style=""text-decoration:overline"">105</span>",1,,,,,4,,H7; C7,7; WP8,,,"20†, C, Y",,,ignore,,,
3/-/-/-,M37 HMC <i>SPA</i>,,21,50,1.5,11/50-53,0,3/1,-F,•,7,18,,NT,"B<span style=""text-decoration:overline"">105</span>",1,,,,,4,,H9,7; WP9,,,21,1.0,usM37HMC(KFW),nat=us,,,
6/-/-/-,M41 HMC <i>SPA</i>,,19.5,48,1.5-1.4†,9/50-53,0,3/1/★,-F/-SR,•†<sup>1</sup>,9,15,,NT,"B<span style=""text-decoration:overline"">155</span>",,<i>10</i>,•,,,,,,7; WP8,,,"22†, S†<sup>1</sup>",1.0,usM41HMC(KFW),nat=us|ma=,,,
2/-/-/-,M40 GMC <i>SPA</i>,,37,48,1.5,2/51-53,0,4/1/★,-F,•,9,13,L,NT,B155L,,<i>10</i>,•,,,,,AP4,7; WP8,,,"23, S†",1.0,usM40GMC(KFW),nat=us|ma=|qual=a,,,
2/-/-/-,M43 HMC <i>SPA</i>,,36,53,1.6,10/52-53,0,4/1/★,-F,•,9,13,L,NT,"B<span style=""text-decoration:overline"">203</span>",,<i>9</i>,•,,,,,,,,,"23, S†",1.0,usM43HMC(KFW),nat=us|ma=|qual=b,,,
4/-/-/-,LVT(A)5 <i>aLT</i>,,18,55,1.4-1.5†,9/50-53,-2,2/0,+F/+SR,•,6,<b>11<sup>3</sup></b>,†<sup>1</sup>,T,"T<span style=""text-decoration:overline"">75</span>*",2,,,2†<sup>2</sup>,,2×4†,,H8; C7,WP8,,,"24†, H, T†<sup>1</sup>, X†<sup>2</sup>",1.0,usLVTA(5)KFW,nat=us|mgs=2[*]/-/8[*]|qual=a,,,
4/-/-/-,LVT(A)5m <i>aLT</i>,,18,56,1.5,52-53,-2,2/0,+F/+SR,,6,<b>11<sup>3</sup></b>,†,T,"T<span style=""text-decoration:overline"">75</span>*",2,,,,,,,H8; C7,WP8,,,"24, M, T†",1.0,usLVTA(5M)KFW,nat=us|qual=b,,,
6/-/-/-,LVT3 <i>aAPC</i>,,17.5,50,1.3-1.5†,9/50-53,-1,1/0†,,•,7,<b>12<sup>3</sup></b>,†<sup>1</sup>,,AAMG†,2,,,2†<sup>2</sup>,,6; Opt 4†,,,,,39PP†/T3,"25†, D†, H, M, T†<sup>1</sup>, X†<sup>2</sup>",1.0,usLVT3(2-6)KFW,nat=us|far=$$<*>|sar=<*>$$|mgs=2[*]/-/6[*]|gp=L†<sup>1</sup>|qual=a,,,
4/-/-/-,LVT3C <i>aAPC</i>,,18,55,1.3-1.5†,9/50-53,-1,1/0†,,,7,<b>12<sup>3</sup></b>,†<sup>1</sup>,T,T12.7,3 (6),,,2†<sup>2</sup>,,,,,,,39PP†/T3,"25†, D†, M, T†<sup>1</sup>, X†<sup>2</sup>, BB†",1.0,usLVT(3C)KFW,nat=us|ma=[*]$$|far=$$<*>|sar=<*>$$|gp=L†<sup>1</sup>|qual=b,,,
3/-/-/-,M75 <i>APC</i>,,21,50,1.5,7/53,0,3/1,,,6,20,,,AAMG,2,,,,,6†,,,,,15PP†<sup>1</sup>/T9,"26, G†, BB†<sup>1</sup>",1.0,usM75(KFW),nat=us|ma=[*]$$|mgs=-/-/6,,,
2/-/-/-,M29 Weasel <i>PC</i>,,2,15,1.6,9/50-53†,+2,★,,,3,15,L†<sup>1</sup>,,,,,,,,,,,,,9PP/T10,"27†, B†<sup>1</sup>, M, T†<sup>1</sup>",1.0,usM29(KFW),nat=us,,,
2/-/-/-,M29C Weasel <i>aPC</i>,,2,21,1.6,9/50-53†,+2,★,,,3,15<sup>2</sup>,L†<sup>1</sup>,,,,,,,,,,,,,9PP/T10,"28†, B†<sup>1</sup>, M, T†<sup>1</sup>",1.0,usM29C(KFW),nat=us,,,
Y/-/-/-,M4 hst <i>PC</i>,,14.2,26,1.5,7/50-53,+1,★,,,6,18,L,,AAMG,2,,,,,4†,,,,,13PP/T-4,"29, G†, Y",,,ignore,,,
Y/-/-/-,DUKW <i>atr</i>,,9,24,1.4-1.5†,9/50-53,-1,★,,,7†<sup>1</sup>,27<sup>3t</sup>,,,,2,,,,,Opt 4†<sup>1</sup>,,,,,29PP†<sup>2</sup>,"30†, D†<sup>2</sup>, M, Q†<sup>1</sup>, Y",,,ignore,,,
2/-/-/-,TACP Jeep <i>trv</i>,,1.5,25,1.5-1.4†,9/50-53,+2,★,,,2†,37<sup>t</sup>,L†<sup>1</sup>,,†,,†,,,,,,,,,,"31†, L†<sup>1</sup>, M",1.0,usTACPjeep(KFW),nat=us|ma=TTACP|mb=,,,
Y/-/-/-,7½-Ton <i>tr</i>,,22,20,1.5,7/50-53,-1,★,,,7,22<sup>t</sup>,H,,,,,,,,,,,,,29PP/T-4,"32, Y",,,ignore,,,
2/-/-/-,Searchlight Truck <i>trv</i>,,7.5,21,1.5,51-53,-1,★,,,7†,28<sup>t</sup>,,,†,,,,,,,,,,,,33†,1.0,usSearchlight(KFW),nat=us|ma=[*]SL|mount=T|range=[1-44],,,
-/-/-/4,M4A3E8(a) <i>MT</i>,,32,80,1.3,5/51-53,-1,11/4,-F/+SR,,6,15,L,T,T76L,1,,,2,4,4,†,A†<sup>1</sup>,5,sM8,,"34, A†<sup>1</sup>, FF†, UU",1.0,brM4A3E8(a)KFW,nat=br|qual=a,,,
-/-/-/2,M4A3E8 Dozer(a) <i>MTv</i>,,32.5,82,1.5,5/51-53,-1,11†/4,-F/+SR,,6,14,L,T,T76L,1,,,,4,4,,A†<sup>1</sup>,5,sM8,,"34, A†<sup>1</sup>, TT†, UU",1.0,brM4A3E8dozer(a)KFW,nat=br|far=[b*]$$|qual=b,,,
-/-/-/N,Cromwell VII <i>MT</i>,,28.5,73,1.4-1.3†,11/50-53,0,8/4,+F/+SR,,6,16,,T,"T<span style=""text-decoration:overline"">75</span>†",1,,,2,4,,,,8†,7; sM8†<sup>1</sup>,,"35†, N, ZZ†<sup>1</sup>",,,ignore,,,
-/-/-/2,Centaur Dozer <i>MTv</i>,,22,51,1.5,11/50-53,0,6†/4,,,2†<sup>1</sup>,13,,,,,,,,,,,,,7,,"36†<sup>1</sup>, TT†",1.0,brCentaur(Dozer)KFW,nat=br|far=[*]$$,,,
-/-/-/N,Churchill VII <i>HT</i>,,41,74,1.4-1.3†,11/50-10/51,-1,14/11,,,7,8,,T,T75,1,,,2,4,,,,8; WP6,7; sM8†<sup>1</sup>,,"37†, N, CC, ZZ†<sup>1</sup>",,,ignore,,,
-/-/-/6,Centurion III <i>HT</i>,,49,105,1.3-1.2†,11/50-5/51,-1,18/8,,,7,12,,T,T83LL,1,,,,4,,,HE8; D†,8; WP6,7; sM8†<sup>1</sup>,,"38†, CC, ZZ†<sup>1</sup>",1.0,brCenturion(III)KFW,nat=br|mp=[*]$$|qual=a,,,
-/-/-/6,Centurion III(L) <i>HT</i>,,49,108,1.3-1.2†,5/51-53,-1,18/8,,,7,12,,T,T83LL,1,,,,4,2 or 4,†<sup>1</sup>,D8,8; WP6,7; sM8†<sup>2</sup>,,"38†, CC, FF†<sup>1</sup>, ZZ†<sup>2</sup>",1.0,brCenturion(IIIL-42)KFW,nat=br|mp=[*]$$|mgs=-/4/2|qual=b,,,
-/-/-/N,Churchill Bridgelayer <i>HTv</i>,,41.5†,50,1.6,11/50-53,-1†,11/8,,,2,8†,,,†,,X12†,,,,,,,,7,,"39†, N, CC",,,ignore,,,
-/-/-/2,M4A1 MC(a) <i>ht</i>,,8,45,1.5,5/51-53,+1,0,+F,•,<b>4</b>,<b>20</b>,,NT,"R<span style=""text-decoration:overline"">81</span>*†",2,,,,,2†<sup>1</sup>,,,WP8; IR,,,"40†, Q†<sup>1</sup>, NN, UU",1.0,brM4A1MC(a)KFW,nat=br|range=[3-75]@above_mgs|mgs=-/-/2,,,
-/-/-/N,M9(a) <i>ht</i>,,8.5,27,1.5,11/50-53,+1,0,+F,•,<i>4</i>,<b>19</b>,,,,,,,,,,,,,,13PP/T6,"41, N, UU",,,ignore,,,
-/-/-/N,Daimler <i>SC</i>,,3,29,1.5,11/50-51,+2,4/1,-F,•,2,37,L,,BMG,1,,,2,,,,,,4,,"42†, N",,,ignore,,,
-/-/-/N,Carrier A <i>APC</i>,,4,21,1.5-1.4†,9/50-53,+2,0,,•,3,16,L,,BMG,1,,,2,,†,,,,5,4PP/T10†<sup>1</sup>,"43†, N, U†<sup>1</sup>",,,ignore,,,
-/-/-/N,Carrier C <i>APC</i>,,4,26,1.5-1.4†,9/50-53,+2,0,,•,3,16,L,,BMG†,1,11,,4,,2,BAZ†<sup>1</sup>,,,5,4PP/T10†<sup>2</sup>,"43†, N, U†<sup>2</sup>, Z†<sup>1</sup>",,,ignore,,,
-/-/-/N,"Carrier, MMG A <i>APC</i>",,4,27,1.5-1.4†,9/50-53,+2,0,,•,3,16,L,,BMG,2,,,4,,,,,,5,4PP/T10†<sup>1</sup>,"44†, N, U†<sup>1</sup>",,,ignore,,,
-/-/-/3,"Carrier, 3-in. Mtr <i>APC</i>",,4,35,1.5-1.4†,9/50-53,+2,0,,•,<b>4</b>,16,L,,AAMG,1,,,,,2,†<sup>1</sup>,,,,1PP†,"45†, U, MM†<sup>1</sup>, NN",1.0,brCarrier(3inMTR)KFW,nat=br,,,
-/-/-/6,Oxford Carrier <i>APC</i>,,6,21,1.4-1.3†,11/50-53,+1,1/0,+F/+SR,•,5†,16,L,,AAMG,1,,,,,Opt 2†,,,,,9PP†<sup>1</sup>/T6,"46†, EE†<sup>1</sup>",1.0,brOxfordCarrierKFW,nat=br|ma=,,,
-/-/-/2,"Ox. Car., MMG <i>APC</i>",,6,28,1.4-1.3†,11/50-53,+1,1/0,+F/+SR,•,5,16,L,,AAMG,2,,,,,4,,,,,9PP†<sup>1</sup>/T6,"47†, EE†<sup>1</sup>",1.0,brOxfordCarrier(MMG)KFW,nat=br|qual=a,,,
-/-/-/2,"Ox. Car., HMG <i>APC</i>",,6,31,1.5-1.4†,11/50-53,+1,1/0,+F/+SR,•,5,16,L,,AAMG,3,,,,,6†<sup>1</sup>,,,,,9PP†<sup>2</sup>/T6,"47†, G†<sup>1</sup>, EE†<sup>2</sup>",1.0,brOxfordCarrier(HMG)KFW,nat=br|ma=[*]$$|mgs=-/-/6|qual=b,,,
-/-/-/2,"Ox. Car., 3-in Mtr <i>APC</i>",,6,33,1.4-1.3†,11/50-53,+1,1/0,+F/+SR,•,5,16,L,,,,,,,,,†<sup>1</sup>,,,,2PP†<sup>2</sup>/T6,"48†, EE†<sup>2</sup>, MM†<sup>1</sup>, NN",1.0,brOxfordCarrier(3inMTR)KFW,nat=br,,,
-/-/-/N,IP Carrier AOV <i>APC</i>,,6,23,1.6,51-53,+1,2/1,,•,4,26<sup>t</sup>†<sup>1</sup>,,,AAMG,1,,,,,2,,,,,4PP,"49†, N, W†<sup>1</sup>",1.0,brIPcarrier(AOV)KFW,nat=br,,,
-/-/-/N,Wasp <i>APCv</i>,,4.5,45,1.6,5/51-53,+2,0,+F,•,<b>3</b>,16,L,,"<b>BF<span style=""text-decoration:underline"">24</span></b>",,<b>X11</b>,,,,Opt 2,,,,5†,,"50†, N, U",,,ignore,,,
-/-/-/N,Morris C9/B <i>AAtr</i>,,9,44,1.5,11/50-6/51,0,★,,,4,24<sup>t</sup>,,T,T40L†,3 (8),,,,,"†<sup>1</sup><td< td=""""></td<>",,,,,,"51†, N, AA†<sup>1</sup>",,,ignore,,,
-/-/-/N,Quad FAT <i>tr</i>,,5,14,1.5,11/50-53,0,★,,,<b><i>5</i></b>†,30<sup>t</sup>,L,,,,,,,,,,,,,9PP/T6,"52†, N",,,ignore,,,
-/-/-/N,15-cwt <i>tr</i>,,3.5,13,1.5-1.3†,9/50-53,+1,★,,,<i>5</i>,26<sup>t</sup>,,,,,,,,,,,,,,14PP/T9,"53†, N",,,ignore,,,
-/-/-/N,3-Ton Lorry <i>tr</i>,,7,23,1.5-1.3†,9/50-53,-1,★,,,<i>7</i>,24<sup>t</sup>,,,,,,,,,,,,,,36PP/T-4,"53†, N",,,ignore,,,
Y/2/-/3,M3A1 <i>ht</i>,,8,39,1.5-1.6†,6/50-53†,+1,0,+F,•,5,<b>20</b>,,,AAMG†,2,,,,,6†,BAZ†<sup>1</sup>,,,,15PP/T6,"54†, E†, H, K, Y, Z†<sup>1</sup>, UU",1.0,usM3A1(KFW)|skM3A1(a)KFW@sk|brM3A1(a)KFW@br,nat=us,,,
Y/2/-/2,M20 <i>SC</i>,,7,39,1.5-1.6†,6/50-53†,+1,2/1,,•,4,36†<sup>1</sup>,L,,AAMG,2,,,,,6†<sup>2</sup>,BAZ†<sup>3</sup>,,,sP5,5PP†<sup>4</sup>,"55†, D†<sup>4</sup>, K, Q†<sup>2</sup>, W†<sup>1</sup>, Y, Z†<sup>3</sup>, UU",1.0,usM20(KFW)|skM20(a)KFW@sk|brM20(a)KFW@br,nat=us|ma=[*]$$|pp=[*]$$|mgs=-/-/6|sa=|mt=AC,,,
Y/2/-/2,M8 <i>AC</i>,,8,48,1.5-1.6†,6/50-53†,+1,2/1,+SR,•,4,36†<sup>1</sup>,L,ST,T37LL,2,,,,4,4,,C7,,sP5,,"56†, C, K, W†<sup>1</sup>, Y, UU",1.0,usM8(KFW)|skM8(a)KFW@sk|brM8(a)KFW@br,nat=us,,,
Y/3/3/N,¼-Ton Jeep <i>tr</i>,,1.5,15,1.2-1.5†,6/50-53†,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>1</sup>,,,,,9PP/T10,"57†, K, L†<sup>2</sup>, M, N, O, P, Q†<sup>1</sup>, Y, UU",1.0,usJeep(KFW)|unJeep(KFW)@un|skJeep(a)KFW@sk,nat=us|ma=|qual=a,,,
Y/6/4/N,¾-Ton <i>tr</i>,,3.5,13,1.5-1.3†,6/50-53†,+1,★,,,<i>4</i>,32<sup>t</sup>,,,,,,,,,,,,,,10PP/T9,"57†, K, N, O, Y, UU",1.0,usTruck(.75)KFW|unTruck34(KFW)@un|skTruck34ton(a)KFW@sk,nat=us|qual=b,,,
Y/4/4/N,2½-Ton <i>tr</i>,,7.5,20,1.5-1.2†,6/50-53†,0,★,,,<i>7</i>,28<sup>t</sup>,,,,,,,,,,,,,,29PP/T5,"57†, K, M, N, O, P, Y, UU",1.0,usTruck(2.5)KFW|unTruck212(KFW)@un|skTruck212ton(a)KFW@sk,nat=us|qual=c,,,
4/-/-/-,M19A1 MGMC <i>SPAA</i> (trailer-less),,18†,65,1.5-1.4†,7/50-53,0,3/1,-SR,•,4,14†,,T,T40L,3 (12),†,,,,†<sup>1</sup>,,,,,,"14v†, AA†<sup>1</sup>",1.0,usM19A1MGMC(KFW),nat=us|ma=$$|mb=<i>10</i>|mp=18|mgs=,,,
6/-/-/-,M41 HMC <i>SPA</i> (Firing mode),,19.5,48,1.5-1.4†,9/50-53,0,3/1/★,-F/-SR,•†<sup>1</sup>,9,15,,NT,"B<span style=""text-decoration:overline"">155</span>",,<i>10</i>,•,,,,,,7; WP8,,,"22v†, S†<sup>1</sup>",1.0,usM41HMCrfnm(KFW),nat=us|mp=RFNM,,,
2/-/-/-,M40 GMC <i>SPA</i> (Firing mode),,37,48,1.5,2/51-53,0,4/1/★,-F,•,9,13,L,NT,B155L,,<i>10</i>,•,,,,,AP4,7; WP8,,,"23va, S†",1.0,usM40GMCrfnm(KFW),nat=us|mp=RFNM,,,
2/-/-/-,M43 HMC <i>SPA</i> (Firing mode),,36,53,1.6,10/52-53,0,4/1/★,-F,•,9,13,L,NT,"B<span style=""text-decoration:overline"">203</span>",,<i>9</i>,•,,,,,,,,,"23vb, S†",1.0,usM43HMCrfnm(KFW),nat=us|mp=RFNM,,,
6/-/-/-,LVT3 <i>aAPC</i> w/ Opt Secondary MMG,,17.5,50,1.3-1.5†,9/50-53,-1,1/0†,,•,7,<b>12<sup>3</sup></b>,†<sup>1</sup>,,AAMG†,2,,,2†<sup>2</sup>,,6; Opt 4†,,,,,39PP†/T3,"25vc†, D†, H, M, T†<sup>1</sup>, X†<sup>2</sup>",1.0,usLVT3(2-10)KFW,nat=us|ma=[*]$$@sz-1.0|far=$$<*>|sar=<*>$$|mgs=2[*]/-/10[*]@sz-1.0|gp=L†<sup>1</sup>,,,
-/-/-/6,Centurion III(L) <i>HT</i> w/ 4FP AAMG,,49,108,1.3-1.2†,5/51-53,-1,18/8,,,7,12,,T,T83LL,1,,,,4,2 or 4,†<sup>1</sup>,D8,8; WP6,7; sM8†<sup>2</sup>,,"38†, CC, FF†<sup>1</sup>, ZZ†<sup>2</sup>",1.0,brCenturion(IIIL-44)KFW,nat=br|mp=[*]$$|mgs=-/4/4,,,
-/-/-/6,Oxford Carrier <i>APC</i> w/ Opt AAMG,,6,21,1.4-1.3†,11/50-53,+1,1/0,+F/+SR,•,5†,16,L,,AAMG,1,,,,,Opt 2†,,,,,9PP†<sup>1</sup>/T6,"46†, EE†<sup>1</sup>",1.0,brOxfordCarrier(AAMG)KFW,nat=br|ma=$$|rof=1|mgs=-/-/2,,,
Y/3/3/N,¼-Ton Jeep <i>tr</i> w/ Opt AAMG,,1.5,15,1.2-1.5†,6/50-53†,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>1</sup>,,,,,9PP/T10,"57vd†, K, L†<sup>2</sup>, M, N, O, P, Q†<sup>1</sup>, Y, UU",1.0,usJeep(aamg)KFW|unJeepAAMG(KFW)@un|skJeep(a)KFW-AAMG@sk,nat=us|ma=[*]$$|mgs=-/-/2,,,
